Date;Beta Monthly Leveraged;Beta Monthly Unleveraged;Beta Weekly Leveraged;Beta Weekly Unleveraged;Close;Open;PE
2011/09/30;0,9832;0;0,9956;0;29674,2;31005,5;12,124
2011/08/31;0,9832;0;0,9962;0;31005,5;31208,04;12,692
2011/07/31;0,9834;0;0,9955;0;31208,04;31864,54;15,433
2011/06/30;0,983;0;0,9957;0;31864,54;32565,73;14,854
2011/05/31;0,983;0;0,9957;0;32565,73;32836,23;15,329
2011/04/30;0,9833;0;0,9961;0;32836,23;32204,06;15,701
2011/03/31;0,9832;0;0,996;0;32204,06;32272,09;15,395
2011/02/28;0,9832;0;0,9952;0;32272,09;31398,75;15,4
2011/01/31;0,9832;0;0,9958;0;31398,75;32118,89;16,803
2010/12/31;0,983;0;0,9958;0;32118,89;30266,4;17,189
2010/11/30;0,983;0;0,9957;0;30266,4;30430,9;16,252
2010/10/31;0,9832;0;0,9954;0;30430,9;29456,04;17,085
2010/09/30;0,9833;0;0,9955;0;29456,04;27253,87;16,556
2010/08/31;0,9834;0;0,996;0;27253,87;28355,21;16,039
2010/07/31;0,9831;0;0,9953;0;28355,21;26258,82;17,038
2010/06/30;0,9833;0;0,9957;0;26258,82;27145,36;16,053
2010/05/31;0,9833;0;0,9965;0;27145,36;28635,76;16,616
2010/04/30;0,9834;0;0,9958;0;28635,76;28747,56;17,543
2010/03/31;0,9831;0;0,9955;0;28747,56;26764,61;17,652
2010/02/28;0,9833;0;0,9963;0;26764,61;26675,95;17,376
2010/01/31;0,9832;0;0,9955;0;26675,95;27666,45;16,52
2009/12/31;0,9832;0;0,9949;0;27666,45;26894,74;17,197
2009/11/30;0,983;0;0,9957;0;26894,74;26360,55;16,643
2009/10/31;0,9834;0;0,9958;0;26360,55;24910,85;15,57
2009/09/30;0,9832;0;0,9962;0;24910,85;24929,42;14,531
2009/08/31;0,9833;0;0,9957;0;24929,42;24258,51;13,56
2009/07/31;0,9831;0;0,9953;0;24258,51;22049,42;11,92
2009/06/30;0,9831;0;0,9957;0;22049,42;22770,62;10,632
2009/05/31;0,9831;0;0,9955;0;22770,62;20647,03;10,721
2009/04/30;0,9831;0;0,9953;0;20647,03;20363,91;9,834
2009/03/31;0,9832;0;0,9954;0;20363,91;18465,33;9,681
2009/02/28;0,9832;0;0,9954;0;18465,33;20570,05;8,205
2009/01/31;0,9832;0;0,9959;0;20570,05;21509,2;9,053
