SPUR,KAP INDUSTRIAL,ADVTECH,REUNERT,CLICKS GROUP,CITY LODGE HOTELS,PPC,NAMPAK,MURRAY & ROBERTS,SUPER GROUP,CURRO HOLDINGS,INVICTA,PICK N PAY STORES,TSOGO SUN,SHOPRITE,GRINDROD,WOOLWORTHS HDG,FAMOUS BRANDS,AFRIMAT,MASSMART,MR PRICE GROUP,RAUBEX GROUP,THE FOSCHINI GROUP,BARLOWORLD,BIDVEST GROUP,SUN INTERNATIONAL,WLSN.BAYLY HOLMES-OVCON,MPACT,HUDACO,CASHBUILD,LEWIS GROUP,TRENCOR,ITALTILE,IMPERIAL,SPAR GROUP,TRUWORTHS INTL
1260,237,600,5659,3150,7565,3240,1740,4020,680,0.0,2222,4215,1720,7870,1589,2314,3146,336,11898,4313,2190,6940,4381,13000,8781,11750,0.0,6950,7300,5882,3100,344,9410,7650,5365
1260,237,599,5650,3200,7520,3225,1763,4000,650,0.0,2800,4134,1739,7780,1565,2289,3155,340,12099,4302,2171,6879,4460,13075,8800,11717,0.0,6950,7300,5940,3100,342,9400,7605,5400
1290,239,610,5626,3225,7566,3244,1760,4000,690,0.0,2750,4160,1748,7800,1577,2325,3100,333,12100,4252,2190,6900,4600,13155,8800,11600,0.0,7200,7200,5942,3100,340,9650,7570,5485
1250,240,610,5600,3250,7600,3214,1780,3950,680,0.0,2750,4114,1750,7745,1555,2300,3100,334,11809,4310,2160,6830,4560,13140,8800,11451,0.0,7150,7200,5930,3000,340,9500,7554,5457
1185,230,605,5508,3134,7500,3160,1715,3840,660,0.0,2750,4035,1745,7510,1436,2230,3050,315,11500,4173,2100,6609,4488,12500,8583,11250,0.0,6800,7200,5800,3000,335,9400,7430,5260
1200,240,600,5465,3055,7390,3092,1690,3882,620,0.0,2750,4012,1734,7350,1443,2170,3055,316,11260,4116,2124,6425,4450,12265,8470,11344,0.0,6800,7150,5813,3000,330,9232,7280,5170
1225,240,600,5500,3083,7259,3122,1690,3931,600,0.0,2750,4062,1720,7573,1470,2220,3058,317,11490,4181,2101,6450,4480,12540,8385,11360,0.0,6860,7000,5810,3100,331,9370,7523,5340
1200,240,590,5430,3030,7259,3061,1665,3830,600,0.0,2750,4000,1610,7500,1454,2180,3150,325,11200,4100,2127,6355,4460,12230,8500,11200,0.0,6800,6950,5665,3101,330,9100,7501,5103
1200,240,590,5500,3105,7232,3200,1700,3975,640,0.0,2880,4119,1625,7858,1481,2255,3090,326,11363,4260,2160,6460,4550,13100,8550,11302,0.0,6820,6955,5710,3101,330,9500,7850,5300
1225,240,595,5560,3200,7300,3189,1805,4103,630,0.0,2880,4174,1660,7890,1491,2270,3100,342,11613,4400,2158,6450,4692,13070,8633,11550,0.0,6900,7050,5830,3101,330,9701,7839,5395
1230,240,580,5520,3275,7400,3230,1815,4130,630,0.0,2880,4190,1655,7900,1505,2315,3100,345,11740,4522,2159,6600,4570,13077,8798,11620,0.0,6900,6975,5925,3300,330,9650,7777,5450
1230,250,580,5525,3254,7395,3200,1831,4158,620,0.0,2985,4215,1650,7821,1510,2315,3095,340,11820,4479,2150,6675,4622,13233,8799,11600,0.0,6820,7000,5905,3300,330,9605,7805,5436
1200,250,585,5535,3303,7350,3206,1783,4060,610,0.0,2975,4211,1695,7954,1490,2290,2960,326,11734,4425,2159,6498,4506,13050,8530,11500,0.0,6800,6999,5883,3300,330,9872,7679,5415
1200,245,585,5600,3314,7340,3194,1801,4099,610,0.0,2984,4248,1700,8000,1487,2360,2969,325,11930,4550,2150,6571,4465,13388,8530,11400,0.0,6800,7000,5900,3300,332,9835,7759,5539
1200,244,595,5574,3275,7400,3187,1805,4040,630,0.0,2956,4255,1700,7950,1460,2400,2990,330,11761,4565,2160,6400,4479,13049,8500,11250,0.0,6800,7050,5896,3300,335,9700,7800,5390
1180,244,595,5475,3187,7400,3124,1785,3880,620,0.0,2975,4274,1694,7882,1466,2361,3000,330,11645,4450,2130,6300,4368,12650,8505,10999,0.0,6800,7000,5830,3300,335,9523,7770,5350
1180,243,594,5484,3200,7401,3065,1810,3850,600,0.0,2985,4121,1665,7852,1431,2357,2990,310,11744,4355,2050,6180,4240,12400,8430,10651,0.0,6800,6990,5726,3300,335,9055,7680,5275
1155,230,590,5431,3225,7425,3105,1810,3870,600,0.0,2970,4105,1690,7800,1407,2371,2990,335,11469,4392,2060,6285,4250,12400,8237,10684,0.0,6800,6900,5775,3300,335,9140,7550,5250
1200,232,595,5512,3249,7450,3137,1808,3890,600,0.0,2975,4150,1680,7790,1422,2430,2945,312,11899,4500,2067,6350,4255,12545,8369,10726,0.0,6800,7000,5950,3300,338,9180,7620,5303
1200,230,592,5650,3325,7500,3179,1870,3900,590,0.0,2970,4199,1648,7900,1425,2466,2990,314,11891,4550,2060,6544,4284,12744,8099,10850,0.0,6800,7100,5931,3300,350,9100,7719,5370
1175,230,592,5650,3361,7500,3134,1855,3930,600,0.0,2985,4262,1630,8082,1440,2495,2960,340,11900,4638,2060,6503,4300,12530,8348,10860,0.0,6800,7190,6053,3300,350,9064,7825,5450
1180,210,592,5790,3420,7450,3175,1860,3950,610,0.0,2980,4287,1670,8300,1440,2500,2975,339,11850,4606,2050,6480,4424,12800,8230,10897,0.0,6751,7100,5970,3300,355,9164,7922,5400
1180,226,594,5702,3480,7485,3250,1875,3957,630,0.0,2975,4360,1650,8370,1415,2500,2951,316,11975,4740,2050,6666,4425,13000,8300,11200,0.0,6751,7099,6090,3250,350,9180,7950,5500
1295,223,590,5750,3500,7575,3323,1900,4070,630,0.0,2975,4406,1680,8459,1447,2590,2950,315,12140,4835,2100,6650,4365,13055,8439,11500,0.0,6822,7150,6050,3250,355,9150,8149,5571
1295,223,594,5700,3550,7600,3335,1900,4179,650,0.0,3000,4500,1670,8390,1450,2525,2950,335,12399,4859,2115,6730,4375,13129,8700,11490,0.0,6950,7300,6213,3230,360,9090,8180,5641
1210,215,595,5800,3530,7590,3337,1934,4089,640,0.0,3049,4450,1715,8400,1500,2568,2925,335,12355,4770,2075,6708,4484,13139,8670,11450,0.0,6950,7302,6080,3230,355,8995,8085,5620
1220,214,591,5885,3500,7580,3295,1927,4140,650,0.0,3040,4500,1670,8454,1475,2556,2935,335,12331,4737,2035,6650,4315,12900,8577,11100,0.0,6950,7300,6060,3230,355,8750,8118,5750
1250,225,593,5788,3519,7500,3300,1922,3970,670,0.0,3045,4485,1649,8406,1488,2552,2928,335,12500,4695,2015,6725,4319,12870,8538,10951,0.0,6950,7300,6125,3199,353,8890,8100,5699
1250,225,590,5755,3490,7500,3287,1920,4010,670,0.0,3099,4490,1620,8300,1490,2530,2928,335,12298,4700,1998,6649,4360,12807,8450,11200,0.0,6950,7300,5997,3200,353,9035,8000,5546
1220,225,592,5772,3505,7460,3258,1930,3980,660,0.0,3100,4490,1636,8465,1472,2520,2905,335,12200,4615,1998,6600,4285,12845,8340,10899,0.0,6950,7300,5990,3200,353,8991,8013,5575
1280,225,580,5750,3454,7461,3235,1915,4001,670,0.0,3100,4470,1601,8333,1500,2490,2925,335,12385,4620,1976,6500,4200,12780,8343,10900,0.0,6951,7485,6017,3200,355,9002,8075,5595
1230,225,590,5750,3420,7450,3229,1841,3939,660,0.0,3100,4395,1600,8340,1450,2429,2925,320,12000,4566,1950,6440,4175,12500,8250,11200,0.0,6955,7485,5900,3200,355,8752,8049,5355
1220,229,590,5739,3395,7685,3180,1920,3880,660,0.0,3100,4340,1600,8285,1434,2395,2920,330,11800,4475,1900,6484,4070,12189,8250,10930,0.0,6965,7502,5889,3201,360,8580,7980,5363
1215,229,580,5730,3438,7400,3091,1861,3811,650,0.0,3089,4420,1600,8297,1410,2407,2910,335,12000,4500,1895,6465,4066,12325,8250,10600,0.0,7000,7310,5845,3250,360,8450,8060,5290
1220,229,585,5699,3501,7595,3116,1870,3889,600,0.0,3080,4400,1599,8273,1438,2422,2910,320,12040,4520,1884,6477,4136,12519,8224,10800,0.0,7000,7400,5915,3250,360,8670,7950,5330
1220,229,581,5700,3501,7400,3127,1856,3765,590,0.0,3050,4444,1580,8300,1427,2450,2915,310,12238,4600,1870,6343,4150,12465,8100,10701,0.0,6990,7400,5916,3301,366,8710,8014,5400
1220,229,590,5700,3580,7363,3120,1900,3825,600,0.0,3020,4379,1620,8549,1445,2431,2900,310,12000,4801,1840,6539,4200,12800,8230,10850,0.0,6999,7300,5751,3301,366,9025,8100,5530
1220,229,583,5650,3550,7500,3100,1900,3755,600,0.0,2998,4400,1620,8470,1444,2447,2899,312,12109,4855,1820,6534,4255,12750,8245,10777,0.0,7000,7301,6035,3375,368,9160,8136,5602
1250,229,590,5626,3631,7400,3094,1900,3735,610,0.0,2997,4391,1628,8540,1438,2480,2900,315,12000,4905,1800,6700,4325,12670,8181,10883,0.0,7000,7385,6099,3375,370,9020,8150,5605
1220,229,590,5700,3635,7370,3091,1893,3780,610,0.0,3020,4390,1636,8585,1456,2470,2885,320,12033,4895,1798,6680,4333,12589,8281,10997,0.0,6975,7400,6104,3375,370,8997,8140,5550
1240,229,590,5769,3660,7370,3080,1890,3840,610,0.0,3025,4350,1650,8650,1470,2525,2895,316,12225,4851,1800,6670,4281,12590,8317,11092,0.0,6975,7300,6150,3375,370,8995,8150,5574
1176,229,580,5760,3650,7298,3100,1890,3850,610,0.0,3011,4400,1680,8850,1466,2525,2898,318,12215,4942,1840,6750,4367,12475,8405,11001,0.0,7000,7400,6241,3375,380,9060,8177,5571
1200,226,580,5835,3623,7340,3148,1900,3901,610,0.0,3011,4370,1670,8825,1470,2500,2900,317,12231,4870,1880,6800,4410,12650,8500,10760,0.0,7000,7400,6293,3450,380,9260,8175,5600
1200,226,585,5890,3633,7400,3185,1907,3905,580,0.0,3010,4401,1735,8912,1473,2491,2910,320,12351,4880,1915,6861,4445,12877,8321,11000,0.0,7200,7300,6250,3450,385,9200,8215,5700
1225,221,581,5881,3680,7450,3117,1905,3910,580,0.0,3040,4462,1721,9025,1485,2500,3000,320,12425,4900,1882,6861,4340,12772,8250,10900,0.0,7140,7320,6259,3460,380,9300,8302,5635
1239,223,577,5850,3653,7450,3055,1909,3904,560,0.0,3040,4465,1675,9000,1469,2499,3074,310,12430,4940,1879,6818,4350,12870,8300,10741,0.0,6800,7200,6074,3460,380,9385,8309,5619
1239,226,589,5855,3653,7450,3062,1903,3930,550,0.0,3040,4460,1676,8860,1483,2490,3160,316,12475,4955,1917,6840,4350,12918,8250,10650,0.0,6801,7385,6015,3460,380,9465,8270,5614
1239,226,580,5900,3730,7409,3080,1905,4003,560,0.0,3040,4505,1699,8865,1490,2485,3220,316,12800,4950,1938,6858,4444,13100,8300,10550,0.0,6825,7380,6161,3460,380,9600,8375,5650
1235,226,580,5929,3720,7450,3144,1900,3970,560,0.0,3015,4570,1700,9050,1520,2550,3260,316,12680,5020,2050,7000,4510,13350,8349,10900,0.0,6950,7380,6100,3450,380,9774,8533,5745
1235,230,576,5950,3750,7450,3127,1915,3930,580,0.0,3015,4597,1739,9100,1535,2535,3245,320,12587,5038,2071,7070,4526,13300,8329,10662,0.0,6900,7300,6130,3425,380,9770,8500,5720
1230,235,577,6020,3753,7444,3150,1910,4010,590,0.0,2960,4670,1669,9190,1560,2570,3300,320,12694,5110,2174,7094,4519,13400,8379,11000,0.0,6925,7300,6200,3430,380,9831,8570,5811
1220,240,576,6000,3650,7500,3185,1917,4040,570,0.0,2955,4605,1670,9290,1566,2535,3300,320,12670,5009,2223,7025,4500,13525,8300,11269,0.0,6899,7300,6200,3442,380,9780,8615,5750
1220,249,580,5912,3590,7600,3208,1930,4165,570,0.0,3000,4606,1689,9145,1544,2551,3320,320,12680,5038,2284,7011,4423,13399,8331,11199,0.0,6870,7300,6152,3504,380,9800,8622,5795
1210,235,585,5925,3650,7700,3180,1939,4279,570,0.0,3000,4617,1685,9226,1533,2594,3340,320,12815,5085,2285,7180,4461,13574,8366,11250,0.0,6840,7300,6336,3500,380,9870,8600,5960
1210,235,585,5906,3615,7799,3225,1930,4202,560,0.0,3100,4551,1680,9140,1533,2599,3325,320,12794,5049,2200,7100,4500,13249,8390,11295,0.0,6840,7300,6262,3500,380,9645,8550,5831
1220,211,588,5998,3725,7800,3165,1925,4243,600,0.0,3110,4674,1694,9225,1530,2620,3370,320,12855,5120,2200,7139,4561,13300,8423,11076,0.0,6800,7100,6216,3500,380,9585,8565,5939
1260,205,585,5900,3600,7800,3150,1925,4221,590,0.0,3200,4595,1700,9010,1540,2563,3425,315,12722,4999,2199,6960,4370,13090,8640,10994,0.0,6750,6850,6158,3510,378,9450,8410,5783
1250,190,586,5884,3620,7700,3125,1815,4219,610,0.0,3150,4512,1716,8790,1550,2499,3350,315,12540,4925,2185,6819,4333,13167,8530,11000,0.0,6760,6900,6050,3600,378,9499,8380,5770
1260,195,585,5870,3555,7750,3125,1809,4215,620,0.0,3150,4500,1740,8713,1544,2470,3214,316,12400,4840,2218,6792,4425,13300,8580,11051,0.0,6650,6800,6050,3600,378,9499,8417,5703
1260,192,585,5900,3500,7679,3150,1805,4275,630,0.0,3200,4485,1750,8771,1545,2455,3350,330,12495,4825,2240,6810,4390,13223,8639,11200,0.0,6899,6900,6006,3501,378,9500,8434,5710
1250,192,580,5850,3518,7710,3085,1786,4189,600,0.0,3200,4465,1745,8748,1535,2470,3400,320,12385,4855,2179,6820,4334,13010,8559,11100,0.0,6760,6900,6000,3501,378,9460,8271,5720
1255,191,580,5765,3483,7700,3076,1775,4109,590,0.0,3199,4390,1720,8673,1530,2445,3380,321,12210,4800,2175,6704,4200,12975,8530,10850,0.0,6900,6900,5970,3501,378,9420,8228,5555
1250,175,585,5671,3450,7750,3080,1768,4129,600,0.0,3200,4360,1720,8576,1520,2440,3365,325,12215,4785,2200,6719,4307,13050,8535,11394,0.0,6950,6895,5950,3501,360,9551,8140,5580
1250,175,586,5669,3474,7650,3080,1790,4150,600,0.0,3200,4356,1721,8550,1512,2445,3350,325,12200,4900,2200,6830,4320,13090,8620,11670,0.0,6919,6895,6055,3511,360,9560,8195,5600
1250,192,590,5749,3480,7600,3068,1785,4201,600,0.0,3199,4368,1750,8515,1545,2420,3360,325,12170,4791,2200,6710,4332,13170,8555,11470,0.0,6800,6895,6019,3550,360,9561,8172,5620
1249,192,590,5726,3511,7505,3065,1755,4250,620,0.0,3190,4365,1750,8440,1520,2410,3370,325,12319,4775,2155,6700,4235,13025,8552,11399,0.0,6840,6800,6080,3550,360,9640,8175,5670
1240,192,585,5770,3472,7467,3032,1770,4080,590,0.0,3200,4257,1760,8220,1520,2365,3385,325,11882,4671,2147,6630,4230,13000,8546,11257,0.0,6872,6800,6020,3550,360,9550,8040,5501
1250,192,580,5720,3438,7490,3019,1763,4130,640,0.0,3150,4239,1752,8229,1522,2377,3313,325,11515,4691,2085,6630,4296,12931,8545,11287,0.0,6887,6800,6000,3550,360,9700,7950,5480
1250,192,585,5700,3370,7540,2970,1735,4100,630,0.0,3150,4240,1750,8150,1523,2330,3345,325,11581,4640,2047,6595,4243,12910,8545,11210,0.0,6761,6800,5869,3553,360,9625,7900,5421
1235,200,570,5730,3426,7450,2973,1770,4130,620,0.0,3150,4289,1760,8232,1520,2331,3350,325,11749,4637,1988,6645,4216,13001,8530,10820,0.0,6760,6800,6000,3553,351,9702,7932,5540
1230,201,576,5730,3500,7540,2967,1752,4097,580,0.0,3199,4298,1724,8560,1520,2325,3365,321,11700,4600,1965,6570,4257,13050,8500,10923,0.0,6760,6820,5954,3320,355,9800,8000,5527
1230,200,575,5695,3505,7510,2954,1751,4038,600,0.0,3130,4270,1700,8565,1522,2344,3360,321,11735,4601,1950,6550,4205,12800,8500,10500,0.0,6725,6800,5855,3401,355,9651,7961,5365
1202,201,580,5730,3599,7450,2945,1752,4200,600,0.0,3175,4299,1680,8575,1544,2371,3360,312,11725,4695,1939,6664,4215,12925,8500,11260,0.0,6760,6825,5950,3550,370,9795,7995,5434
1200,201,580,5705,3657,7390,2939,1760,4100,600,0.0,3175,4366,1680,8660,1540,2421,3395,313,12184,4851,1950,6802,4230,12900,8575,11250,0.0,6899,6800,6075,3550,360,9975,8060,5592
1200,200,580,5730,3680,7400,2934,1770,4150,620,0.0,3185,4400,1739,8900,1530,2400,3360,313,12065,4838,1950,6870,4255,13125,8601,11260,0.0,6992,6800,6090,3550,340,10060,8231,5720
1200,215,570,5749,3750,7450,3003,1785,4150,620,0.0,3185,4438,1729,9040,1550,2460,3365,313,12246,4940,1920,7100,4281,13620,8675,11300,0.0,6775,6800,6181,3550,370,10210,8405,5855
1175,215,570,5899,3850,7500,3001,1799,4085,590,0.0,3185,4509,1710,9150,1590,2545,3355,320,12800,5090,1930,7145,4294,13750,9000,11150,0.0,6999,7000,6200,3500,370,10579,8419,6100
1215,215,570,5900,3885,7600,2910,1795,4070,620,0.0,3200,4475,1687,9150,1580,2503,3400,320,12660,5034,1920,7160,4290,13791,8975,11047,0.0,7000,6925,6200,3551,370,10700,8481,6066
1221,215,560,5870,3834,7630,2940,1786,4065,610,0.0,3200,4490,1670,9215,1569,2510,3550,320,12661,4980,1950,7100,4314,13812,8950,11249,0.0,7044,6925,6200,3551,370,10800,8337,6060
1255,215,566,5885,3830,7574,2958,1790,4065,610,0.0,3190,4505,1670,9250,1532,2493,3560,320,12633,5029,1952,7100,4317,13800,8950,11197,0.0,7000,7286,6230,3950,370,10546,8480,6025
1298,215,567,5925,3800,7500,2943,1786,4047,610,0.0,3193,4481,1685,9173,1529,2485,3545,320,12640,4980,1980,7056,4300,13550,9039,11051,0.0,6930,7286,6168,3610,351,10515,8374,5946
1290,214,575,5850,3823,7600,2900,1778,3995,620,0.0,3185,4463,1660,9311,1527,2470,3515,320,12781,4934,2023,7000,4242,13533,9129,10700,0.0,6940,7050,6145,3621,350,10399,8351,5970
1282,214,575,5925,3880,7725,2886,1795,3999,620,0.0,3185,4491,1685,9599,1550,2510,3620,321,12870,5074,2000,7100,4250,13530,9484,11075,0.0,6960,7050,6250,3622,350,10380,8520,6100
1319,213,575,5970,3875,7700,2920,1788,4050,610,0.0,3200,4495,1684,9630,1535,2574,3600,320,12900,5112,2094,7220,4310,13650,9270,11290,0.0,6960,7050,6289,3622,350,10405,8536,6197
1321,213,580,6022,3914,7525,2969,1788,4059,600,0.0,3400,4565,1720,9700,1556,2525,3600,321,12970,5162,2118,7306,4350,14092,9218,11450,0.0,7000,7286,6341,3622,358,10680,8635,6350
1330,202,587,6030,3916,7540,2969,1779,4080,600,0.0,3280,4544,1705,9650,1550,2498,3650,331,12900,5147,2090,7370,4387,14100,9272,11449,0.0,6998,7280,6350,3622,350,10520,8597,6251
1330,210,585,5978,3930,7550,2992,1783,4048,600,0.0,3250,4545,1707,9840,1542,2497,3675,340,12950,5149,2065,7381,4380,14096,9239,11550,0.0,7004,7280,6313,3622,360,10470,8609,6320
1315,210,590,5920,3870,7540,2994,1780,4056,600,0.0,3175,4534,1700,9764,1554,2455,3725,350,12920,5078,2085,7335,4376,13985,9223,11665,0.0,7050,7280,6291,3622,360,10427,8589,6290
1300,210,600,5999,3904,7975,3000,1820,4075,600,0.0,3200,4489,1729,9849,1558,2464,3788,350,13048,5110,2045,7200,4402,13950,9260,11875,0.0,7049,7280,6350,3700,360,10132,8700,6170
1282,210,605,5990,3950,7746,2978,1825,4070,600,0.0,3200,4500,1780,9801,1560,2504,3755,340,13374,5150,2090,7425,4450,14050,9454,11872,0.0,7080,7280,6599,3705,370,10480,8707,6375
1280,214,610,6134,3990,7801,3020,1845,4174,600,0.0,3200,4520,1779,9700,1579,2495,3800,341,13288,5170,2090,7575,4470,14215,9327,11885,0.0,7200,7500,6507,3750,370,10550,8770,6344
1262,205,610,5970,3970,7780,3004,1811,4106,600,0.0,3200,4399,1778,9615,1574,2497,3725,332,13350,5150,2100,7570,4498,14175,9400,11900,0.0,7168,7800,6450,3750,370,10550,8700,6399
1260,208,600,5972,3960,7825,3000,1820,4171,580,0.0,3199,4345,1768,9654,1608,2512,3700,332,13475,5160,2099,7555,4540,14280,9539,11900,0.0,7160,7765,6569,3750,369,10780,8696,6475
1250,208,600,6085,3990,7865,3045,1846,4198,590,0.0,3185,4353,1795,9590,1641,2545,3800,325,14900,5272,2142,7600,4633,14696,9569,12090,0.0,7190,8000,6635,3750,369,11080,8782,6519
1300,200,600,6025,3989,7795,3058,1865,4290,580,0.0,3149,4349,1794,9650,1640,2570,3929,325,14899,5275,2175,7666,4709,14701,9577,12180,0.0,7275,7650,6725,3500,350,11050,8879,6639
1270,205,610,6150,4233,7899,3130,1855,4351,590,0.0,3245,4365,1794,9750,1647,2641,4000,327,14795,5430,2179,7860,4700,14646,9800,12225,0.0,7250,7700,6969,3501,370,11200,8950,6800
1300,225,605,6201,4420,7890,3196,1896,4490,590,0.0,3245,4322,1780,9895,1680,2704,4100,329,14780,5500,2280,8299,4680,14716,9760,12500,0.0,7400,7800,7020,3650,370,11345,9290,7000
1300,206,605,6175,4272,7875,3161,1872,4470,600,0.0,3250,4365,1735,9780,1686,2650,4085,331,14785,5489,2282,7938,4706,14650,9750,12400,0.0,7500,7750,6950,3650,370,10990,9095,6963
1300,206,613,6235,4097,7870,3174,1875,4500,600,0.0,3250,4383,1810,9700,1658,2594,4050,337,14499,5319,2330,7765,4800,14527,9621,12680,0.0,7410,7800,6840,3665,375,11080,8913,6821
1294,211,610,6259,4088,7850,3172,1870,4440,600,0.0,3350,4410,1790,9799,1653,2620,3930,330,14355,5320,2341,7775,4911,14599,9670,12550,0.0,7400,8000,6900,3741,375,11280,8941,6800
1280,210,610,6240,4079,7876,3190,1889,4439,590,0.0,3360,4360,1800,9820,1667,2617,3810,333,14300,5300,2409,7699,4878,14460,9600,12590,0.0,7400,7995,6851,3741,370,11150,8900,6710
1270,226,622,6260,4107,7875,3180,1895,4440,600,0.0,3395,4309,1910,9801,1658,2608,3895,325,14302,5300,2380,7700,4781,14300,9640,12553,0.0,7500,8050,6900,3700,370,10850,8892,6689
1280,226,615,6221,4090,7900,3200,1890,4400,600,0.0,3360,4292,1895,9700,1664,2605,3844,330,14320,5300,2312,7900,4833,14350,9640,12560,0.0,7500,8125,6950,3701,368,11000,8910,6724
1270,230,640,6300,4117,7793,3200,1912,4360,590,0.0,3350,4334,1861,9835,1652,2600,3850,335,14470,5300,2350,7896,4890,14410,9612,12700,0.0,7400,8150,6919,3700,368,11050,8950,6700
1280,235,626,6250,4207,7699,3200,1914,4293,600,0.0,3350,4347,1890,9929,1664,2638,3850,335,14571,5399,2380,7950,4820,14620,9634,12700,0.0,7250,8302,6950,3700,368,11200,8920,6847
1280,250,620,6270,4250,7701,3250,1935,4438,600,0.0,3380,4361,1888,10000,1684,2660,3900,335,14400,5539,2370,8050,4841,14798,9651,12885,0.0,7315,8700,7150,3700,368,11531,8980,6912
1280,250,634,6230,4306,7801,3228,1922,4456,590,0.0,3400,4320,1917,10017,1718,2663,3995,335,14355,5600,2375,8169,4810,14890,9650,12900,0.0,7400,8592,7275,3700,366,11650,8915,6900
1280,250,611,6149,4369,7800,3209,1940,4501,600,0.0,3400,4299,1890,10025,1705,2640,3900,336,14250,5620,2360,8100,4820,14875,9698,12900,0.0,7400,8525,7179,3703,366,11800,8845,6812
1290,254,610,6145,4428,7950,3250,1945,4565,580,0.0,3390,4298,1852,10140,1708,2681,4000,340,14215,5650,2300,8160,4882,14820,9729,12700,0.0,7448,8546,7200,3703,366,11750,9000,6943
1280,250,615,6195,4552,7950,3218,1960,4500,580,0.0,3395,4269,1860,10031,1682,2698,4000,340,14335,5845,2384,8290,5050,15000,9750,12700,0.0,7590,8700,7195,3700,365,11927,9050,6945
1295,250,615,6300,4500,8240,3290,1940,4535,580,0.0,3500,4251,1827,10105,1687,2680,4018,340,14290,5840,2400,8302,5040,15125,9840,12746,0.0,7599,8699,7170,3700,365,11852,9161,6880
1300,250,610,6430,4460,8170,3325,1940,4510,580,0.0,4100,4300,1845,10408,1680,2699,3960,340,14320,5949,2396,8300,5110,15150,9850,12999,0.0,8534,8701,7115,3800,370,11750,9300,6944
1300,250,608,6405,4384,8149,3312,1940,4447,590,0.0,3900,4350,1845,10186,1674,2663,3950,340,14223,5814,2360,8280,5195,15020,9863,12900,0.0,8550,8850,7050,3800,370,11840,9240,6880
1300,250,611,6405,4416,8158,3300,1949,4430,580,0.0,3895,4375,1830,10020,1683,2662,3995,340,14130,5762,2381,8170,5195,14869,9764,13300,0.0,8475,8950,7015,3780,370,11702,9160,6800
1300,250,605,6402,4505,8106,3319,1920,4418,590,0.0,3840,4439,1820,9965,1680,2628,4243,341,14050,5838,2391,8130,5251,14751,9850,13247,0.0,8550,8891,7040,3550,370,11660,9235,6750
1310,245,600,6355,4525,8080,3327,1940,4400,600,0.0,3839,4520,1825,9900,1678,2667,4245,340,14150,5823,2442,8129,5240,14899,9700,13500,0.0,8500,8700,6900,3601,370,11454,9258,6720
1325,250,600,6420,4520,8175,3311,1932,4275,600,0.0,3825,4560,1835,9916,1680,2670,4350,340,14080,6240,2450,8294,5260,14895,9816,13480,0.0,8400,8914,6900,3550,370,11463,9300,6849
1400,250,608,6400,4570,8175,3340,1970,4340,600,0.0,3839,4605,1830,9902,1700,2745,4350,340,14246,6366,2498,8503,5250,14943,9800,13538,0.0,8450,9450,7150,3560,365,11425,9525,6901
1410,245,605,6405,4620,8150,3370,1980,4369,590,0.0,3835,4671,1825,10100,1740,2768,4280,340,14287,6421,2500,8705,5321,14932,9700,13400,0.0,8440,9000,7198,3560,365,11769,9646,6990
1425,250,595,6390,4630,8120,3370,1975,4440,580,0.0,3800,4715,1820,10000,1726,2805,4340,335,14300,6500,2532,8725,5330,14991,9733,13503,0.0,8500,9000,7178,3600,360,12130,9560,7097
1445,250,600,6250,4650,8177,3444,1962,4380,580,0.0,3801,4778,1818,10282,1750,2855,4310,330,14316,6640,2650,8750,5310,15100,9866,13490,0.0,8501,9000,7170,3600,360,12348,9790,7269
1495,250,600,6260,4655,8179,3470,1995,4340,600,0.0,4000,4840,1818,10413,1830,2860,4307,332,14340,6690,2580,8850,5345,15083,10150,13384,0.0,8501,9040,7200,3575,360,12140,9764,7400
1455,250,600,6350,4580,8150,3430,1940,4283,600,0.0,3925,4881,1810,10280,1896,2869,4330,332,14350,6520,2557,8820,5268,15150,10169,13300,0.0,8505,9055,7179,3570,360,11828,9774,7326
1460,250,600,6499,4460,8200,3430,1989,4290,590,0.0,4000,4930,1800,10239,1831,2820,4305,355,14334,6500,2560,8803,5201,15325,10175,13150,0.0,8635,9075,7326,3570,360,12200,9800,7260
1470,250,610,6360,4470,8110,3386,1980,4290,620,0.0,3980,4940,1810,10311,1864,2790,4216,341,14310,6549,2549,8780,5190,15254,10300,13200,0.0,8550,9201,7486,3570,360,12131,9800,7236
1450,250,610,6451,4549,8250,3425,2000,4299,660,0.0,4100,4899,1820,10395,1865,2825,4251,345,14332,6519,2479,8910,5090,15287,10350,13500,0.0,8520,9060,7595,3800,371,12400,9700,7380
1450,250,608,6400,4541,8240,3394,2022,4249,670,0.0,4270,4881,1846,10310,1872,2823,4400,350,14332,6340,2314,8830,5028,15099,10450,13205,0.0,8525,9150,7502,3700,380,12535,9800,7400
1465,250,600,6263,4550,8100,3330,2000,4200,690,0.0,4300,4900,1820,10254,1859,2856,4325,350,14450,6310,2451,8700,5009,15249,10335,13400,0.0,8530,9120,7563,3601,380,12380,9850,7370
1450,250,600,6352,4560,8020,3350,2048,4189,700,0.0,4300,4925,1800,10370,1867,2860,4400,356,14336,6360,2500,8939,4980,15075,10400,13261,0.0,8535,9200,7666,3584,380,12349,9879,7400
1500,250,605,6450,4570,8220,3399,2000,4095,690,0.0,4300,4897,1800,10320,1869,2862,4350,350,14369,6350,2420,8805,5020,15069,10460,13375,0.0,8535,9200,7563,3600,380,12430,9900,7356
