SPUR,KAP INDUSTRIAL,ADVTECH,REUNERT,CLICKS GROUP,CITY LODGE HOTELS,PPC,NAMPAK,MURRAY & ROBERTS,SUPER GROUP,CURRO HOLDINGS,INVICTA,PICK N PAY STORES,TSOGO SUN,SHOPRITE,GRINDROD,WOOLWORTHS HDG,FAMOUS BRANDS,AFRIMAT,MASSMART,MR PRICE GROUP,RAUBEX GROUP,THE FOSCHINI GROUP,BARLOWORLD,BIDVEST GROUP,SUN INTERNATIONAL,WLSN.BAYLY HOLMES-OVCON,MPACT,HUDACO,CASHBUILD,LEWIS GROUP,TRENCOR,ITALTILE,IMPERIAL,SPAR GROUP,TRUWORTHS INTL
2200,730,1410,7423,20100,11252,530,1094,1425,3560,2670.0,2601,7111,2139,17626,714,4704,8599,3000,8303,20475,2045,18499,12900,20850,5447,11818,2426.0,13116,26234,3181,2586,1440,6254,20000,7174
2225,722,1380,7490,19570,11300,534,1062,1410,3490,2560.0,2601,6947,2134,17103,709,4609,8406,3000,8150,20273,2031,18161,12644,19949,5431,11600,2420.0,13100,25791,3290,2579,1420,6069,19780,7181
2200,722,1410,7387,19554,11288,543,1053,1408,3449,2550.0,2599,6852,2150,16962,700,4609,8306,3045,7820,19902,2030,18001,12875,19683,5415,11536,2406.0,13050,25720,3300,2560,1416,5988,19713,7088
2200,717,1399,7438,19090,11251,550,1070,1410,3445,2501.0,2650,6715,2050,16694,697,4483,8446,3043,7669,19210,2041,17553,12610,19920,5389,11499,2350.0,13000,25098,3250,2500,1421,5800,19615,6848
2282,720,1384,7440,19633,11148,545,1082,1343,3427,2441.0,2574,6773,2015,16947,675,4545,8300,3099,7800,19162,1980,17532,12565,20000,5306,11175,2350.0,13000,25248,3400,2501,1421,5833,19850,6927
2201,720,1390,7215,18995,11100,541,1035,1371,3378,2420.0,2608,6690,2003,16311,671,4465,8297,3100,6775,18981,1980,17675,12656,19357,5310,11078,2385.0,13000,25000,3480,2450,1435,5773,19404,6784
2282,719,1420,7266,18600,10950,535,1055,1414,3355,2501.0,2620,6702,2025,16462,665,4467,8328,3250,6587,18779,2025,17790,13035,19365,5271,11190,2349.0,12990,24900,3564,2442,1450,5773,18980,6900
2245,724,1411,7350,18844,10800,531,1055,1360,3430,2482.0,2600,6675,2025,16403,693,4432,8250,3250,6618,18295,2040,17120,13174,19600,5280,11041,2399.0,13100,25000,3700,2391,1450,5819,18952,6804
2199,718,1380,6977,18299,10632,530,1059,1370,3409,2500.0,2645,6600,1986,16288,680,4414,8190,3199,6400,18074,2020,16674,13128,19544,5300,11005,2351.0,12820,24528,3601,2472,1410,5693,18471,6764
2199,710,1391,6903,18550,10756,512,1025,1370,3450,2486.0,2535,6789,2041,16418,699,4456,8000,3139,6399,18197,1942,17150,13281,20100,5136,11109,2350.0,13000,24900,3750,2381,1410,5853,18464,6952
2277,716,1380,7094,18873,11000,494,1060,1356,3475,2500.0,2650,6931,2082,17106,700,4502,7921,3070,6365,17762,1962,17358,12938,20599,5300,11091,2350.0,13000,24500,3610,2467,1430,6025,19135,7090
2211,693,1425,6890,19067,10900,479,1060,1424,3470,2500.0,2620,7097,2143,17200,714,4575,8325,3080,6735,19715,1963,17610,13211,20710,5400,11000,2350.0,12786,24500,3739,2435,1441,6018,19149,7165
2221,717,1419,7046,19703,10776,470,1046,1429,3455,2525.0,2555,7236,2130,17365,690,4620,8163,3001,6608,20400,1970,17705,13226,21044,5406,11521,2350.0,12902,24810,3750,2401,1481,5710,19232,7359
2200,704,1406,6960,19144,10513,483,1025,1380,3455,2518.0,2500,7130,2098,16700,674,4566,7999,3139,6456,19910,1961,17155,13241,20412,5330,10940,2230.0,12800,24700,3693,2432,1450,5510,18714,7173
2200,696,1395,7150,19444,10513,520,1032,1383,3418,2490.0,2505,7000,2100,16254,702,4556,8004,3033,6185,19700,1930,17136,13318,20408,5330,10996,2289.0,12990,25011,3617,2407,1445,5519,18633,7117
2220,688,1360,6990,19454,10253,493,1002,1360,3425,2360.0,2401,7105,2066,16502,701,4507,8101,3088,6256,19647,1933,16797,13217,20415,5320,10600,2200.0,12666,24901,3700,2405,1401,5477,18652,7134
2250,694,1419,7099,19988,10050,498,1010,1370,3460,2350.0,2401,7064,2064,16791,714,4620,8197,3088,6426,20283,1917,17267,13261,20458,5240,10985,2277.0,12840,25000,3691,2510,1440,5459,18849,7214
2247,698,1423,7070,20365,10135,498,1011,1360,3469,2400.0,2311,7200,2022,16800,720,4840,8200,3004,6637,20787,1849,17663,13235,20798,5305,10663,2227.0,12526,25320,3555,2499,1440,5556,19500,7452
2230,697,1370,7125,20518,10305,495,983,1388,3410,2376.0,2300,7139,2031,17036,720,4935,8211,3000,6700,21238,1820,17860,13300,20257,5157,10612,2200.0,12500,25500,3555,2462,1439,5537,19500,7490
2200,667,1366,7010,20923,10117,499,982,1388,3383,2330.0,2300,7085,1651,16867,715,4944,8100,2951,6640,20650,1802,18144,13135,19790,5050,10860,2200.0,12005,25685,3599,2426,1440,5530,19275,7505
2200,657,1358,7000,20553,10679,495,950,1400,3370,2370.0,2402,7070,1620,16354,700,4880,8085,3001,6347,20209,1791,17710,12771,19556,5040,10900,2200.0,11800,25600,3529,2450,1404,5400,19000,7208
2155,659,1357,6935,20793,10576,482,955,1360,3351,2340.0,2300,7012,1659,16588,716,4834,8130,3175,6300,20233,1805,17700,12583,19553,5040,10600,2155.0,11700,25000,3360,2400,1424,5420,19000,7174
2166,660,1365,6879,21141,10500,475,930,1374,3301,2400.0,2498,7050,1647,17187,705,4928,8050,3103,6538,20600,1815,18182,12631,19559,4915,10450,2280.0,11711,25501,3350,2400,1401,5517,19264,7300
2169,649,1361,6720,21366,10775,480,970,1370,3357,2375.0,2510,7099,1633,17400,708,4920,8100,3160,6600,20232,1850,18294,12542,19850,4972,10478,2295.0,12030,25654,3459,2400,1400,5604,19409,7490
2275,570,1353,6719,21822,10801,487,985,1360,3326,2366.0,2465,7100,1649,17460,693,4908,8060,3165,6545,20733,1860,18538,12389,20324,5193,10445,2289.0,12149,25650,3427,2400,1413,5554,19790,7558
2200,566,1374,6689,21300,10948,503,990,1350,3324,2398.0,2465,6980,1650,16350,665,4920,8499,3340,6440,20813,1913,18493,12466,20363,5191,10800,2270.0,12200,26235,3500,2166,1380,5622,19599,7549
2255,540,1365,6718,21240,10750,470,1024,1361,3238,2410.0,2330,6986,1619,16375,611,4823,8116,3266,6350,20551,1949,18200,12516,19535,5069,10958,2223.0,12439,25700,3314,2145,1379,5289,19639,7435
2248,554,1361,6695,21212,10900,475,1017,1360,3208,2433.0,2152,6930,1578,16400,590,4808,8337,3215,6235,20029,1869,17963,12380,19447,5034,11220,2200.0,12000,25858,3333,2140,1342,5322,19431,7165
2239,565,1361,6700,20754,10898,480,1015,1365,3180,2450.0,2350,6975,1556,16052,594,4824,8300,3200,6315,19936,1880,18144,12600,19299,5000,11400,2230.0,12000,26200,3326,2140,1400,5224,19374,7140
2200,568,1359,6752,20500,10450,485,1035,1444,3223,2428.0,2371,6900,1536,15895,605,4874,8480,3199,6319,19617,1904,18037,12610,19291,5010,11309,2250.0,12000,26298,3355,2180,1450,5301,19004,7030
2198,559,1380,6753,20529,10271,462,1025,1450,3289,2372.0,2413,6900,1523,15766,606,4888,8603,3200,6220,19851,1941,18030,12800,18935,5015,10989,2218.0,12120,26715,3339,2200,1480,5143,18683,7000
2190,559,1334,6988,20466,10297,462,1100,1440,3260,2353.0,2429,6799,1503,15885,610,4837,8703,3121,6297,20000,1920,18176,13171,19201,5085,10811,2273.0,12100,26702,3310,2210,1479,5052,18605,7250
2192,574,1323,6820,20174,10250,500,1075,1400,3232,2331.0,2501,6630,1501,15796,601,4651,8781,3175,6206,19716,1910,17980,13104,19000,5105,11289,2337.0,12100,26600,3310,2250,1480,4950,18464,6885
2190,570,1324,6834,20131,10250,523,1083,1382,3163,2350.0,2590,6648,1474,15676,592,4610,8900,3355,6320,19555,1936,17835,13020,19015,5003,11482,2350.0,11999,26142,3310,2271,1481,4965,18630,6738
2195,592,1349,6899,20332,10480,530,1095,1378,3224,2399.0,2600,6728,1474,15703,598,4640,8954,3550,6431,19688,1950,17815,12926,19038,5000,11500,2413.0,11940,25954,3435,2301,1479,5050,18718,6849
2190,582,1368,7011,20267,10510,532,1138,1370,3192,2380.0,2650,6648,1440,15564,595,4686,9048,3500,6397,19511,1938,17985,12763,19052,4862,11627,2354.0,11896,25984,3365,2306,1480,5049,18658,6771
2193,580,1380,6880,20450,10250,529,1092,1359,3150,2360.0,2799,6677,1435,15400,623,4897,9120,3410,6328,18977,1919,17901,12683,19214,4920,11474,2302.0,11896,25701,3401,2351,1504,4990,18661,6709
2192,570,1390,6872,20362,10300,500,1096,1400,3110,2356.0,2650,6555,1395,15258,628,4881,8733,3451,6250,18871,1935,17547,12604,19176,4875,11420,2350.0,11938,26163,3500,2421,1455,4932,18335,6614
2198,569,1390,7170,20924,10300,510,1090,1372,3180,2375.0,2651,6650,1420,15505,623,4909,9158,3500,6330,19312,1906,18025,12700,19400,4861,11478,2393.0,11800,25860,3500,2410,1429,4966,18818,6641
2200,570,1375,7043,21026,10301,512,1096,1370,3224,2368.0,2660,6750,1430,15747,639,5295,8866,3470,6330,19700,1900,18306,12718,19283,5009,11458,2493.0,11700,25840,3410,2424,1437,4960,19000,6770
2199,572,1360,7112,20933,10700,522,1124,1375,3269,2415.0,2689,6776,1450,15868,635,5310,9300,3500,6435,19825,1901,18500,13090,19356,4860,11239,2500.0,11780,25462,3312,2426,1489,5018,19273,6785
2200,563,1348,7183,20937,10731,519,1060,1375,3262,2340.0,2700,6742,1407,15894,634,5289,9150,3465,6357,20066,1948,18187,12714,19258,4790,11113,2485.0,11789,25974,3418,2465,1498,4950,19213,6730
2199,570,1332,7133,21218,10900,530,1075,1375,3395,2349.0,2559,6777,1445,16086,616,5372,9303,3400,6410,20501,1940,18535,12925,19699,4893,11160,2530.0,11998,26270,3392,2499,1497,5062,19593,6850
2200,567,1365,7045,20754,11100,510,1053,1380,3384,2313.0,2530,6728,1459,15756,620,5298,9100,3400,6307,20415,1890,18123,12762,19445,4715,11034,2405.0,11655,25668,3225,2471,1450,4900,19406,6830
2197,568,1345,7000,20932,11300,515,1058,1381,3403,2307.0,2500,6732,1455,16003,643,5335,9352,3350,6269,20289,1880,18140,12792,19600,4725,11000,2410.0,11700,25616,3226,2465,1450,4813,19388,6859
2200,540,1350,7002,21276,11465,500,1042,1180,3312,2400.0,2500,6693,1450,15947,630,5358,8819,3400,6450,20259,1892,18248,12879,20155,4785,10950,2481.0,11702,25250,3226,2450,1450,4869,19468,6913
2197,516,1350,7075,21113,11550,476,1023,1120,3162,2360.0,2500,6723,1415,16084,623,5272,8351,3370,6355,20044,1903,18067,12855,19961,4774,10983,2485.0,11702,25777,3215,2448,1445,4800,19400,6800
2193,514,1336,7000,21117,11600,455,1025,1115,3115,2370.0,2522,6770,1440,15755,610,5364,8456,3420,6486,19960,1899,18075,12900,20033,4760,11000,2475.0,11730,26000,3200,2450,1400,4776,19375,6717
2190,500,1335,6833,20827,11600,475,1044,1100,3180,2420.0,2475,6674,1475,15399,595,5375,8550,3475,6325,19480,1895,17958,12500,19646,4790,11309,2515.0,11700,26696,3220,2446,1334,4606,19167,6575
2200,517,1318,6509,20546,11720,469,1091,1124,3090,2400.0,2400,6527,1430,14805,590,5349,8521,3500,6058,18590,1955,17475,12203,19097,4840,11505,2406.0,11700,28200,3200,2474,1325,4565,18781,6375
2200,515,1275,6331,20420,11723,470,1061,1119,3060,2316.0,2400,6406,1415,14571,571,5350,8800,3480,5966,18270,1910,17172,12100,18800,4775,11347,2355.0,11796,26592,3250,2451,1309,4613,18433,6320
2200,510,1272,6411,20651,11625,490,1053,1125,3050,2275.0,2350,6470,1428,14560,592,5427,8998,3480,5890,18227,1895,17137,12193,19170,4730,11472,2222.0,11779,26455,3201,2464,1320,4683,18656,6334
2182,516,1265,6467,20520,11624,501,1017,1120,3030,2220.0,2375,6619,1420,15397,570,5528,9128,3530,4980,18010,1905,16950,12000,18800,4750,11451,2200.0,11899,25800,3200,2425,1320,4640,18617,6180
2170,516,1265,6520,20425,11450,487,985,1150,2955,2224.0,2378,6656,1405,15450,604,5500,9150,3480,5125,17666,1905,16610,12036,18522,4625,11531,2266.0,11700,26500,3250,2465,1312,4566,18420,6252
2200,502,1270,6280,20550,11250,484,965,1179,3009,2167.0,2499,6585,1436,15605,601,5522,9160,3443,4986,18219,1924,16531,11917,18444,4581,11424,2284.0,11479,26336,3226,2472,1300,4417,18596,6250
2200,504,1242,6171,20500,11101,499,954,1174,3009,2160.0,2399,6550,1448,15501,591,5459,9300,3514,5011,18190,1900,16427,11864,18543,4543,11251,2200.0,11612,26481,3201,2475,1300,4525,18700,6382
2199,472,1217,6120,19838,10970,485,961,1133,2980,2070.0,2150,6505,1440,15547,568,5389,9001,3399,4894,17800,1906,15920,11617,17842,4325,11000,2035.0,11200,25080,3200,2374,1299,4485,18601,6176
2250,487,1222,6301,20660,10875,474,950,1147,2990,1800.0,2217,6536,1450,15799,593,5533,9000,3399,4781,17914,1950,16029,11284,18050,4510,11200,1852.0,11070,25800,3237,2365,1300,4580,18834,6154
2200,474,1217,6300,20790,10850,477,952,1149,2971,1780.0,2150,6433,1467,15345,599,5544,9119,3389,4678,17473,1901,15787,11560,17900,4585,11200,2004.0,11202,24842,3453,2330,1300,4550,18560,6059
2170,485,1219,6271,20670,9958,478,909,1226,2941,1739.0,2200,6222,1425,15189,582,5488,9001,3349,4662,17235,1889,15410,11430,17728,4550,11300,1999.0,11970,25302,3420,2282,1309,4571,18772,5891
2170,486,1186,6310,20300,10098,460,865,1215,2869,1675.0,2175,6124,1426,14680,577,5479,8800,3399,4479,17200,1823,15159,11310,17621,4501,10961,1959.0,11780,25715,3264,2300,1284,4529,18481,5700
2165,504,1167,6301,20585,9920,461,833,1191,2862,1666.0,2160,6156,1430,14379,580,5382,8550,3275,4587,17191,1743,15254,11430,17741,4387,10875,1912.0,11400,25045,3234,2280,1255,4610,18693,5785
2198,513,1149,6290,19842,9833,457,840,1161,2842,1780.0,2160,6065,1375,14075,580,5222,8550,3255,4423,17300,1712,14713,10951,17140,4090,10805,1749.0,11327,23702,3220,2265,1248,4607,18228,5650
2190,493,1109,6240,19916,9750,452,875,1153,2860,1855.0,2160,6057,1350,13985,584,5248,8539,3075,4502,17600,1754,14988,11129,17348,4000,10995,1700.0,11150,24000,3290,2245,1225,4723,18400,5790
2198,489,1149,6330,19311,9500,435,894,1150,2859,1913.0,2150,5990,1380,13935,490,5324,8550,3198,4490,17168,1755,14500,11155,17897,4060,10750,1700.0,11553,24445,3230,2250,1225,4876,18434,5357
2198,487,1129,6310,19807,9352,432,909,1150,2865,1956.0,2150,6028,1384,13979,505,5394,8587,3075,4423,17343,1675,14749,11303,17400,4110,10771,1700.0,11500,24606,3144,2250,1211,4950,18425,5352
2190,489,1102,6221,19540,9398,424,908,1157,2845,2069.0,2100,5684,1420,12686,473,5210,8571,3100,4370,17280,1630,14563,11115,17476,4193,10749,1720.0,11651,24500,3218,2245,1224,4920,18172,5190
2185,545,1148,6283,19738,9262,428,950,1150,2913,2170.0,2020,5825,1371,12515,483,5350,8499,3000,4249,17551,1650,14865,11200,17616,4111,10687,1960.0,11869,24900,3205,2251,1250,5021,18341,5342
2198,517,1132,6210,19358,9353,425,980,1150,2862,2125.0,2000,5651,1372,12065,482,5175,8490,2978,4367,15146,1736,14474,11145,17601,4189,10780,1801.0,11799,24600,3322,2265,1350,4960,17343,5160
2245,519,1105,6150,18950,9250,438,994,1133,2785,2080.0,2005,5515,1337,11629,499,5210,8130,3050,4026,15512,1725,14448,10964,17560,4140,10796,1816.0,11702,24400,3276,2277,1322,4825,17124,5150
2150,498,1115,6074,19148,8880,413,934,1102,2875,2069.0,1874,5590,1319,11413,505,5134,7800,2999,3960,15725,1755,14523,10821,17449,4056,10790,1800.0,11690,24007,3300,2207,1330,4762,16793,5166
2187,500,1099,6067,19030,8875,409,945,1105,2879,1944.0,1913,5562,1350,11043,504,5119,7800,3009,3960,15953,1814,14610,10678,17305,3930,10240,1780.0,11500,23974,3107,2248,1336,5186,16724,5160
2199,504,1093,6100,19419,8900,410,947,1135,2808,1920.0,2000,5647,1330,11227,468,5205,7979,3000,3958,16268,1750,14994,10823,17754,3835,10333,1790.0,11372,24050,3139,2257,1371,5309,17256,5285
2240,533,1097,6300,19308,8761,410,943,1185,2735,1918.0,2000,5600,1333,11025,450,5393,7950,2999,4269,16660,1801,14879,10800,17263,3865,9910,1725.0,11257,24289,3144,2275,1392,5086,16891,5133
2210,524,1109,6450,19900,8556,398,930,1250,2860,1924.0,1904,5780,1382,11299,439,5518,7886,3050,4499,17169,1817,15050,11082,17870,3890,10018,1737.0,11150,23829,3139,2315,1420,5505,17383,5267
2160,492,1160,6550,19669,8490,398,934,1210,2874,1943.0,1966,5729,1373,11440,432,5370,7814,2999,4294,16802,1816,14885,11015,18296,4315,10075,1768.0,11000,23500,3079,2285,1400,5230,17130,5225
2063,476,1177,6410,19658,8351,414,927,1300,2914,1984.0,1999,5794,1382,11399,410,5416,7733,3000,4300,17021,1802,15763,11000,18329,4061,10500,1796.0,10850,23800,3100,2300,1401,5095,17292,5340
2195,469,1162,6447,19550,8150,410,999,1338,2807,1957.0,1900,5867,1382,11177,478,5387,7862,3000,4353,16850,1835,15768,11280,18578,4520,10958,1780.0,10729,24401,3099,2305,1434,5005,17436,5357
2166,487,1160,6484,20095,8200,400,977,1360,2806,1990.0,1900,5916,1337,11550,443,5442,7860,2923,4629,16915,1920,16068,11185,19138,4444,12211,1710.0,10958,24811,3099,2319,1408,5157,17875,5524
2166,513,1164,6460,20271,8200,398,961,1374,2800,1940.0,1900,5910,1327,11575,461,5507,7863,2920,4800,17057,1821,16380,11380,19177,4410,12620,1720.0,10889,25245,3095,2382,1401,5120,18200,5560
2170,523,1164,6653,20200,8365,400,979,1338,2788,1801.0,2000,5954,1399,11796,458,5523,7845,2920,4715,17415,1800,16460,11404,19425,4479,12600,1826.0,10650,24365,3150,2435,1435,5211,18463,5578
2240,521,1160,6720,20499,8499,400,1010,1275,2740,1841.0,1900,5963,1350,11973,470,5438,7791,2900,4730,17400,1816,16616,11350,19569,4470,13080,1740.0,10750,25000,3150,2462,1401,5359,18389,5625
2200,533,1166,6918,20836,8320,396,1033,1308,2774,1882.0,2000,6134,1455,12120,479,5429,7780,2855,4777,17050,1865,16423,11440,19765,4485,13600,1766.0,10800,25405,3295,2569,1330,5618,18276,5528
2255,540,1162,6940,21412,8433,399,1029,1370,2825,1920.0,1900,6157,1455,12434,457,5584,8207,2873,4885,16890,1930,16845,11876,19871,4500,14024,1795.0,10800,25310,3450,2570,1369,5637,18712,5640
2347,553,1160,7072,21510,8752,398,1029,1310,2870,1948.0,2000,6150,1400,12564,450,5680,8107,2956,4589,16800,2099,16901,11835,19952,4727,14350,1795.0,10790,25600,3437,2780,1370,5652,18738,5619
2350,554,1187,7127,22106,8799,398,1046,1255,2898,1950.0,1980,6450,1377,13116,437,5947,8400,2930,4675,16800,2084,17300,11942,20730,4585,14320,1780.0,10847,25717,3307,2672,1371,5660,19674,5851
2319,540,1180,7095,21869,8495,394,1030,1313,2900,1915.0,1947,6247,1425,12538,434,5928,8191,2989,4617,16199,2030,16649,11747,20574,4585,13720,1730.0,10600,25202,3140,2600,1360,5597,19201,5639
2350,520,1167,7130,21978,8699,390,1047,1250,2915,1899.0,1852,6250,1425,12849,444,5884,8205,3279,4595,15780,2015,16575,11963,20300,4530,13630,1701.0,10642,25100,3220,2650,1368,5492,19300,5709
2351,495,1188,7038,21586,8700,380,960,1262,2901,1865.0,1899,6159,1385,12770,430,5748,8142,3305,4616,15905,1954,16250,11976,19920,4532,13709,1792.0,11350,24901,3177,3008,1358,5450,19201,5620
2405,495,1191,7050,21558,8700,383,1000,1230,2850,1902.0,1900,6299,1275,12700,425,5822,8358,3335,4700,16100,1935,16227,11627,19117,4411,13099,1660.0,10807,25649,3050,3006,1328,5367,19217,5566
2400,482,1188,6992,21380,8537,385,950,1230,2780,1912.0,1900,6120,1271,12449,437,5670,8105,3110,4450,15932,1906,16159,11654,19305,4379,13410,1780.0,10789,25175,3080,2992,1330,5281,19113,5489
2399,483,1205,6969,21097,8528,398,929,1290,2776,1903.0,1929,5926,1290,12062,437,5504,8101,3050,4230,15628,1894,15685,11452,18856,4832,13627,1680.0,10600,24505,2980,2939,1350,5154,18666,5364
2350,483,1249,6887,21600,8501,380,898,1290,2773,1910.0,1900,6075,1322,12410,435,5619,8161,3010,4424,16200,1776,16212,11700,19406,4767,14000,1706.0,10452,24949,3048,2920,1335,5200,19139,5500
2400,469,1280,6954,21578,8749,384,911,1314,2755,1900.0,1900,6054,1296,12370,430,5595,8028,3079,4406,16099,1865,16100,11800,19216,4580,14270,1709.0,10500,25367,3100,2894,1331,5399,19272,5420
2450,473,1250,6900,21499,8500,401,949,1319,2775,1872.0,1975,5954,1319,12264,450,5508,8148,3349,4383,15825,1906,16346,11560,19081,4589,14290,1610.0,10488,24700,3180,3022,1338,5217,19101,5300
2450,470,1166,6734,21650,8520,389,900,1235,2757,1865.0,1975,5896,1331,12062,462,5435,7847,3200,4264,16033,1820,16169,11399,19194,4425,14650,1630.0,10349,23699,3199,2970,1325,5117,19093,5335
2301,432,1188,6649,21733,8525,386,880,1255,2739,1880.0,1980,5802,1298,12158,497,5323,7829,3199,4330,16130,1935,16255,11284,18693,4350,14800,1624.0,10755,23000,3027,2904,1325,5244,18905,5380
2350,447,1165,6594,21513,8530,375,925,1246,2720,1846.0,1946,5721,1263,12199,473,5319,7830,3150,4380,15901,2086,16392,11366,18980,4335,14833,1673.0,10400,22300,3083,2886,1308,5209,18989,5334
2351,439,1165,6591,21820,8400,370,967,1324,2743,1886.0,1960,5909,1347,12536,458,5420,7854,3150,4440,15900,1977,16550,11307,19300,4380,14300,1632.0,10369,22000,2985,2900,1346,5195,19033,5360
2366,453,1167,6799,24775,8443,365,960,1301,2779,1958.0,2010,6175,1330,12727,482,5478,8006,3149,4400,15897,1928,16453,11579,19140,4300,14183,1612.0,10590,21949,2970,2950,1345,5200,19283,5376
2497,452,1160,6897,24731,8300,360,963,1289,2759,1850.0,2074,6188,1307,12497,470,5460,7974,3149,4360,15821,1923,16334,11511,19098,4400,14001,1650.0,10400,21490,2982,2883,1375,5160,19405,5316
2500,453,1151,6979,24469,8328,358,945,1250,2770,1855.0,2100,6126,1271,12449,479,5406,8130,3100,4300,15469,1918,15739,11594,19313,4280,13959,1600.0,10501,21310,2915,2870,1346,5173,19080,5033
2590,470,1125,7200,24889,8400,380,970,1257,2775,1838.0,2051,6190,1300,12676,500,5472,8335,3149,4280,15674,1955,15991,11668,19765,4362,14279,1570.0,10610,21650,2850,2934,1340,5212,19146,5217
2655,465,1103,7334,24950,8499,390,1009,1220,2899,1820.0,2100,6027,1300,13040,502,5542,8600,3110,4478,16089,1860,16466,11842,19794,4391,14211,1515.0,10485,21366,2831,2934,1340,5489,19173,5322
2680,472,1051,7259,24919,8500,391,1060,1208,2873,1801.0,2150,5989,1290,13266,528,5443,8198,3100,4395,15698,1882,16346,11686,19894,4469,14450,1512.0,10449,21094,2830,2994,1340,5250,18765,5165
2678,466,1120,7326,25503,8325,390,1110,1210,2818,1826.0,2101,5948,1307,13109,516,5480,8450,3100,4352,15839,1917,16640,11650,19941,4380,14633,1501.0,10449,21185,2830,2939,1350,5247,18759,5256
2674,465,1175,7295,25538,8499,391,1072,1178,2793,1900.0,2205,6011,1348,13235,517,5500,8400,3102,4384,16100,1900,16916,11975,20387,4300,14702,1501.0,10740,21300,2835,2925,1360,5399,19100,5350
2700,465,1171,7350,24900,8456,387,1041,1175,2879,1953.0,2300,6087,1338,13250,510,5560,8302,3150,4397,16086,1895,16862,12007,20414,4350,14630,1531.0,10899,21200,2900,2930,1342,5386,19188,5311
2601,455,1109,6989,24446,8613,385,1045,1197,2807,1930.0,2350,6140,1270,13148,515,5575,8228,3150,4490,15885,1950,16740,11903,20550,4278,14500,1514.0,10756,21179,2900,2923,1311,5281,19244,5179
2749,465,1126,7112,24240,8600,390,1040,1182,2825,1914.0,2299,6150,1275,13273,514,5600,8300,3210,4495,15797,1950,16890,12045,20970,4300,14302,1506.0,10675,21050,2842,2923,1351,5369,19000,5217
2803,468,1130,7166,23790,8400,391,1070,1148,2950,1875.0,2166,6798,1313,13755,516,5878,8179,3350,4620,16938,1962,17733,12343,20988,4237,14250,1550.0,10999,20986,2999,2947,1306,5495,20029,5687
2789,468,1159,6928,23900,8324,393,1054,1099,2951,1880.0,2100,6920,1285,13274,516,5759,8215,3409,4551,16450,1984,17494,12070,20906,4275,14400,1550.0,10800,22301,2950,2944,1345,5425,20205,5586
2777,468,1150,6955,23958,8250,393,1071,1105,2897,1862.0,2000,6830,1286,13177,499,5802,8178,3328,4545,16236,1994,17611,12216,20721,4201,14398,1545.0,10632,21500,2885,2927,1345,5543,20069,5780
2650,454,1123,7061,24024,8130,394,1024,1120,2828,1864.0,2249,6674,1274,13165,494,5736,8160,3380,4536,16232,2018,17568,12200,20794,4301,14250,1556.0,10782,21850,2850,2974,1378,5285,19894,5611
2655,468,1120,7066,24571,8120,394,945,1113,2837,1875.0,2110,6748,1225,13485,485,5729,7935,3240,4600,16470,1994,17670,12188,21088,4216,14047,1581.0,10700,21895,2830,2996,1392,5320,20016,5624
2655,471,1104,7231,24893,7934,390,896,1080,2815,1852.0,2115,6697,1233,13500,475,5740,7880,3260,4639,16297,1975,17690,12212,21191,4119,14136,1589.0,10603,22519,2844,2971,1400,5295,20222,5516
2650,465,1103,7131,24723,8000,382,845,1129,2897,1823.0,2000,6557,1219,13239,509,5658,7880,3235,4440,16025,1955,17162,12070,20783,4132,14200,1550.0,10900,22000,2850,3000,1386,5546,19641,5359
2699,465,1125,7144,24578,7991,385,803,1121,2824,1823.0,2050,6610,1243,13541,484,5749,7880,3193,4290,15980,1953,17400,12062,20606,4083,14118,1550.0,10928,22000,2810,3000,1400,5670,20303,5357
2651,450,1100,7104,24400,7864,380,797,1088,2779,1830.0,2240,6615,1230,13721,488,5709,7850,3200,4412,15850,1975,17452,12275,20891,4139,14057,1535.0,11010,22162,2800,3025,1400,5490,20232,5370
2780,446,1087,7260,24620,7859,394,800,1085,2789,1833.0,2299,6923,1255,13515,500,5766,7849,3390,4643,16088,1975,17375,12372,21086,4100,14305,1466.0,11260,22528,2726,2989,1390,5560,20407,5354
2700,455,1085,7380,24891,7550,391,785,1099,2780,1823.0,2299,6972,1235,13920,490,5961,8000,3388,4720,16274,1969,17100,12490,21593,3969,14263,1510.0,11000,22591,2736,2970,1375,5657,20311,5372
2675,469,1091,7270,25470,7548,390,769,1088,2750,1815.0,2079,7141,1250,14142,469,6027,7950,3200,4782,16520,2000,17164,12700,21806,3953,14293,1520.0,10838,22274,2850,2932,1341,5743,20554,5358
2700,470,1085,7401,25000,7499,342,743,1086,2790,1840.0,2098,6937,1250,13799,490,5963,7957,3310,4690,16391,2017,16672,12601,21646,3875,14303,1590.0,10762,22875,2921,2999,1372,5636,20339,5252
2700,461,1084,6958,25000,7539,346,750,1071,2667,1855.0,2059,6880,1210,13782,494,5960,7861,3247,4623,16134,1974,16035,12531,21500,3855,14300,1560.0,10671,22244,2881,2930,1369,5741,20148,5056
2650,451,1084,6840,24735,7650,337,743,1075,2642,1810.0,2099,6860,1214,13401,485,5842,7960,3283,4419,15674,1974,15700,12344,21546,3700,14110,1550.0,10665,23000,2880,2935,1339,5720,19790,4984
