ASPEN,CAPITEC,IMPLATS,GROWPNT,NORTHAM,ANGGOLD,BATS,EXXARO,WOOLIES,NASPERS-N-,CLICKS,BIDVEST,SANLAM,REMGRO,GFIELDS,RICHEMONT,STANBANK,SHOPRIT,INVLTD,MONDIPLC,INVPLC,DISCOVERY,AMPLATS,ANGLO,FIRSTRAND,NEDBANK,SASOL,SPAR,VODACOM,MTN_GROUP
31738,55401.0,5052,2378,4582.0,22770.0,92191.0,7150.0,9055.0,197869.0,10503.0,10067,6514.0,24606.0,6461.0,9610.0,11799,16900.0,10319,29231.0,10405.0,11830.0,38550,13500,4287.0,17366.0,45129,21391.0,16746.0,13216.0
31843,55665.0,5050,2384,4623.0,23150.0,91697.0,6900.0,8901.0,193367.0,10280.0,9969,6409.0,24366.0,6392.0,9434.0,11650,16800.0,10210,29464.0,10282.0,11527.0,38300,12583,4206.0,17000.0,44503,21870.0,16692.0,12805.0
31306,55794.0,5001,2333,4500.0,23898.0,91946.0,6577.0,8839.0,200161.0,10188.0,9848,6200.0,24036.0,6454.0,9525.0,11636,16670.0,10319,29276.0,10477.0,11598.0,38500,12574,4198.0,16950.0,44083,21400.0,16400.0,12668.0
30925,55114.0,5213,2294,4640.0,23711.0,95200.0,6795.0,8612.0,208059.0,10294.0,9848,6220.0,23580.0,6694.0,9628.0,11647,16800.0,10573,30310.0,10723.0,11600.0,40245,13715,4156.0,16881.0,45395,21300.0,16000.0,12620.0
30863,55248.0,5340,2325,4624.0,23910.0,94002.0,6800.0,8705.0,207734.0,10290.0,9608,6138.0,23544.0,6698.0,9700.0,11445,16621.0,10526,30170.0,10629.0,11875.0,39860,14365,4139.0,16665.0,45847,21125.0,16391.0,12706.0
30921,55547.0,5424,2345,4716.0,23500.0,95470.0,6808.0,8516.0,203866.0,10150.0,9846,6266.0,23965.0,6699.0,9835.0,11675,16559.0,10725,30134.0,10835.0,11845.0,40020,13908,4157.0,16919.0,46340,20886.0,16380.0,12743.0
30199,55203.0,4952,2341,4553.0,22329.0,94781.0,6600.0,8520.0,205643.0,10312.0,9848,6190.0,24015.0,6293.0,9807.0,11533,16594.0,10705,30003.0,10816.0,11771.0,38037,13213,4125.0,16850.0,45700,20953.0,16371.0,12500.0
31039,56617.0,5000,2363,4550.0,22398.0,94350.0,6667.0,8605.0,211051.0,10404.0,9690,6181.0,24015.0,6164.0,9288.0,11844,16407.0,10925,30744.0,10970.0,11710.0,37525,13734,4200.0,17510.0,45824,20572.0,16502.0,12839.0
31200,57296.0,4990,2386,4671.0,22675.0,93749.0,6718.0,8650.0,212255.0,10439.0,9707,6176.0,24371.0,6172.0,9064.0,11957,16551.0,10805,30266.0,10920.0,11898.0,38174,13620,4210.0,17565.0,45800,20500.0,16567.0,12747.0
31231,58348.0,4692,2357,4514.0,22104.0,95150.0,6582.0,8569.0,218287.0,10461.0,9539,6226.0,24287.0,5950.0,9019.0,12141,16238.0,10879,30647.0,11028.0,12003.0,37281,13899,4227.0,17695.0,46200,20578.0,16391.0,12810.0
31542,57635.0,4760,2408,4460.0,21087.0,96281.0,6733.0,8675.0,220354.0,10400.0,9735,6355.0,24850.0,5501.0,9149.0,12295,16237.0,11189,30912.0,11345.0,12246.0,37300,14187,4372.0,18015.0,47800,20100.0,16334.0,12950.0
31872,60120.0,4951,2389,4550.0,21562.0,95261.0,6761.0,8865.0,219854.0,10710.0,9988,6350.0,24951.0,5609.0,9377.0,12552,16571.0,11051,30787.0,11149.0,12200.0,39550,14390,4420.0,18392.0,48070,20795.0,16519.0,12621.0
32499,59000.0,4775,2397,4330.0,21550.0,96056.0,6625.0,8800.0,226850.0,10619.0,10390,6489.0,25117.0,5600.0,9279.0,12496,16752.0,10993,30978.0,11080.0,12273.0,37100,14069,4390.0,18200.0,47949,20545.0,16589.0,12584.0
32105,59177.0,4720,2383,4200.0,21365.0,96310.0,6625.0,8760.0,226816.0,10700.0,11855,6455.0,24976.0,5500.0,9432.0,12515,16833.0,10836,31105.0,10938.0,12425.0,36800,14436,4324.0,17900.0,48700,20558.0,16564.0,12600.0
32200,59499.0,4500,2350,4110.0,21010.0,96990.0,6256.0,8320.0,231004.0,10770.0,12539,6223.0,24310.0,5462.0,9291.0,12401,16491.0,10611,30798.0,10785.0,12021.0,35134,13969,4250.0,17700.0,47700,20233.0,16440.0,12250.0
31550,58847.0,4510,2415,4221.0,21442.0,94096.0,6126.0,8375.0,227849.0,11136.0,12920,6358.0,24889.0,5644.0,9191.0,12573,16601.0,10530,29904.0,10617.0,12220.0,36300,13199,4348.0,18070.0,47391,20301.0,16795.0,12440.0
31147,59200.0,4500,2443,4200.0,21909.0,93601.0,6187.0,8503.0,227878.0,11100.0,13100,6452.0,24792.0,5669.0,9231.0,12720,16800.0,10333,29862.0,10381.0,12253.0,36000,13304,4461.0,18350.0,46909,20454.0,16860.0,12524.0
32000,59600.0,4750,2500,4421.0,23614.0,93792.0,6320.0,8675.0,229448.0,11400.0,13450,6447.0,25465.0,6180.0,9307.0,13010,17600.0,10210,29567.0,10195.0,12427.0,38559,13659,4560.0,18790.0,48500,21200.0,16788.0,12700.0
32070,60000.0,4662,2535,4276.0,23518.0,92851.0,6720.0,8478.0,229348.0,11300.0,13254,6480.0,25765.0,6083.0,9224.0,12955,17589.0,10224,29200.0,10239.0,12530.0,39130,14795,4613.0,18732.0,43252,20674.0,16950.0,12795.0
32300,59201.0,4671,2521,4425.0,24097.0,92820.0,6633.0,8450.0,230647.0,11562.0,13490,6710.0,25706.0,6251.0,9341.0,13033,17599.0,10376,29407.0,10393.0,12298.0,38887,14506,4640.0,18791.0,43200,21311.0,17050.0,12870.0
32094,57900.0,4940,2497,4424.0,24826.0,91471.0,6900.0,8380.0,228348.0,11707.0,13376,6370.0,24750.0,6398.0,9484.0,12610,17209.0,10251,29150.0,10288.0,12345.0,40000,15043,4508.0,18490.0,44324,20500.0,17110.0,12899.0
35050,58577.0,4700,2499,4325.0,24911.0,91989.0,6865.0,8152.0,224852.0,11551.0,13400,6300.0,24620.0,6426.0,9378.0,12360,17004.0,10097,28980.0,10122.0,12289.0,38781,14332,4490.0,18192.0,43260,20170.0,16870.0,12370.0
35250,58000.0,4564,2511,4280.0,25852.0,91300.0,6601.0,8121.0,225155.0,11529.0,13400,6238.0,24595.0,6756.0,9180.0,12264,16500.0,9971,28391.0,9949.0,11973.0,37758,13979,4510.0,17968.0,42063,20070.0,16670.0,14000.0
35900,57500.0,4574,2468,4247.0,24859.0,89769.0,6590.0,8120.0,220364.0,11338.0,13277,6191.0,24380.0,6441.0,9025.0,12055,16250.0,9725,28050.0,9750.0,11854.0,37386,13776,4460.0,17897.0,41713,19770.0,16630.0,14445.0
35157,55800.0,4526,2415,4074.0,24738.0,88276.0,6602.0,7932.0,213955.0,11335.0,13105,5939.0,23794.0,6382.0,8929.0,11717,15900.0,9584,27709.0,9546.0,11696.0,35552,13121,4315.0,17524.0,40617,19210.0,16265.0,13692.0
35748,56995.0,4580,2455,4050.0,24371.0,89119.0,6842.0,7960.0,218391.0,11350.0,12810,6096.0,24093.0,6220.0,9021.0,11873,15800.0,9713,27999.0,9733.0,11795.0,36900,13710,4340.0,17561.0,40994,19490.0,16391.0,13766.0
35748,56995.0,4580,2455,4050.0,24371.0,89119.0,6842.0,7960.0,218391.0,11350.0,12810,6096.0,24093.0,6220.0,9021.0,11873,15800.0,9713,27999.0,9733.0,11795.0,36900,13710,4340.0,17561.0,40994,19490.0,16391.0,13766.0
35900,57000.0,4700,2463,4150.0,24240.0,89553.0,6701.0,7928.0,214952.0,11582.0,13250,6155.0,24264.0,6312.0,9058.0,12145,16200.0,9763,28021.0,9864.0,11729.0,37407,13916,4425.0,17856.0,39682,19554.0,16330.0,14462.0
36053,58379.0,4591,2430,4088.0,23380.0,91975.0,6600.0,8200.0,220853.0,11908.0,13520,6189.0,24900.0,6111.0,9210.0,12350,16400.0,10019,28790.0,10126.0,12194.0,37900,14451,4474.0,18367.0,40949,19759.0,16264.0,14426.0
36400,59044.0,4487,2464,4170.0,23200.0,92009.0,6652.0,8199.0,218256.0,11890.0,13460,6234.0,25100.0,6035.0,9076.0,12536,16594.0,10196,28791.0,10200.0,12295.0,36000,14170,4477.0,18444.0,40900,19999.0,16275.0,14788.0
36125,59560.0,4500,2495,4010.0,22898.0,92119.0,6677.0,8170.0,223047.0,11827.0,13599,6342.0,25694.0,5986.0,9123.0,12848,16603.0,10375,28988.0,10349.0,12425.0,35317,14501,4620.0,19000.0,40717,20475.0,16442.0,14803.0
36015,59900.0,4613,2472,4090.0,23243.0,91278.0,6900.0,8520.0,222852.0,12000.0,13912,6271.0,25759.0,6069.0,9035.0,12997,17032.0,10310,28970.0,10349.0,12523.0,35745,14753,4620.0,19264.0,40651,20519.0,16642.0,14799.0
35600,58000.0,4455,2452,4014.0,25549.0,90297.0,6450.0,8364.0,216357.0,11767.0,13850,6056.0,25150.0,6834.0,8733.0,12605,16587.0,9360,27425.0,9350.0,11938.0,35300,13572,4434.0,18600.0,39647,20190.0,16433.0,13920.0
34500,55560.0,4450,2399,4064.0,26966.0,91224.0,6160.0,8025.0,209961.0,11557.0,13101,5720.0,24289.0,6958.0,8421.0,12050,16176.0,8456,26000.0,8548.0,11375.0,34664,12786,4255.0,17789.0,39010,19365.0,16210.0,13250.0
35300,57129.0,4420,2480,4140.0,26207.0,92350.0,6457.0,8242.0,212459.0,11600.0,13391,5875.0,24952.0,6840.0,8672.0,12409,16420.0,9033,26342.0,8981.0,11721.0,34800,13044,4367.0,18387.0,39298,20155.0,16240.0,13900.0
36000,58000.0,4664,2547,4099.0,26863.0,93303.0,6369.0,8300.0,218955.0,11850.0,13400,5929.0,25226.0,7136.0,8526.0,12650,16588.0,9004,26882.0,8969.0,12057.0,35967,13855,4427.0,18649.0,39470,20370.0,16524.0,14409.0
36228,59500.0,4720,2568,4300.0,26759.0,93424.0,6746.0,8402.0,223851.0,12270.0,13869,6036.0,25466.0,7127.0,8473.0,12780,16632.0,9015,26798.0,8999.0,12250.0,36727,14100,4484.0,18640.0,39717,20200.0,16790.0,14292.0
37326,58902.0,5159,2538,4693.0,27462.0,93933.0,7044.0,8180.0,221953.0,12230.0,13710,6067.0,25072.0,7470.0,8563.0,12800,16673.0,8908,27470.0,8990.0,12344.0,39000,14546,4426.0,18610.0,40244,20126.0,16634.0,14224.0
37800,58200.0,5279,2557,4699.0,28581.0,95103.0,7200.0,8037.0,221701.0,12294.0,13800,6010.0,25009.0,7852.0,8490.0,12627,16707.0,8776,27042.0,8798.0,12100.0,39700,14891,4368.0,18704.0,40071,20002.0,16757.0,14442.0
37231,57050.0,5241,2549,4676.0,28373.0,96411.0,6899.0,7955.0,216357.0,12000.0,13500,5896.0,24500.0,7730.0,8459.0,12377,16520.0,8500,26475.0,8484.0,11920.0,39700,14256,4323.0,18379.0,39020,19798.0,16741.0,14315.0
36850,56270.0,5215,2526,4600.0,30307.0,93700.0,6658.0,7751.0,211160.0,12079.0,13204,5674.0,23750.0,8126.0,8269.0,12002,16174.0,8247,26010.0,8198.0,11734.0,39963,13850,4223.0,17954.0,38636,19300.0,16700.0,13924.0
38062,56630.0,5155,2523,4669.0,29386.0,93675.0,7012.0,7811.0,210271.0,12420.0,13485,5760.0,24250.0,7851.0,8375.0,12177,16304.0,8425,25971.0,8371.0,11638.0,39065,14474,4365.0,18032.0,38502,19529.0,16995.0,13905.0
37695,57600.0,5090,2560,4467.0,29847.0,92595.0,7134.0,8002.0,214358.0,12500.0,13447,5860.0,24771.0,8100.0,8242.0,12410,16365.0,8440,26009.0,8401.0,11897.0,38920,14010,4417.0,18379.0,38463,19501.0,17010.0,14072.0
38500,58301.0,5152,2640,4613.0,30923.0,92199.0,7496.0,8200.0,218363.0,12650.0,13740,6024.0,24706.0,8388.0,8315.0,12899,16584.0,8620,26453.0,8523.0,12050.0,39697,15094,4525.0,19000.0,39871,20204.0,16995.0,13968.0
38500,59255.0,5080,2679,4536.0,30341.0,91151.0,7985.0,8250.0,221353.0,12500.0,13900,6225.0,24975.0,8250.0,8409.0,12917,16964.0,8723,26500.0,8641.0,12200.0,38352,15699,4651.0,19249.0,39898,20153.0,16890.0,13950.0
38050,58783.0,5236,2630,4674.0,29900.0,92239.0,8239.0,8290.0,222290.0,12335.0,14152,6188.0,24990.0,8400.0,8538.0,12918,17100.0,8848,26862.0,8785.0,12014.0,38600,15534,4641.0,19000.0,39650,20261.0,16902.0,14044.0
37499,60000.0,5230,2660,4694.0,29904.0,90498.0,8420.0,8232.0,221852.0,12495.0,14372,6140.0,25162.0,8412.0,8669.0,12978,17045.0,8732,26831.0,8727.0,11930.0,39930,16011,4650.0,19110.0,39638,19851.0,16981.0,14097.0
37852,61079.0,5436,2625,4631.0,30408.0,91237.0,8300.0,8450.0,224251.0,12663.0,14790,6250.0,25521.0,8490.0,8420.0,13258,17515.0,8650,27000.0,8542.0,12145.0,40000,15846,4676.0,19350.0,39756,20323.0,16965.0,14371.0
37490,62900.0,5387,2640,4571.0,29906.0,90968.0,8105.0,8440.0,225138.0,12250.0,14776,6286.0,25549.0,8462.0,8447.0,13281,17676.0,8729,27135.0,8649.0,12300.0,39710,15737,4702.0,19244.0,39930,20258.0,17051.0,14168.0
37446,62070.0,5400,2635,4715.0,30500.0,90548.0,8250.0,8437.0,225351.0,12410.0,14720,6321.0,25496.0,8670.0,8264.0,13458,17511.0,8636,27201.0,8577.0,12100.0,39990,15399,4774.0,19548.0,40088,20234.0,17089.0,14200.0
38056,61755.0,5000,2635,4611.0,29302.0,90548.0,8107.0,8579.0,226669.0,12725.0,14693,6406.0,26050.0,8349.0,8298.0,13675,19498.0,8764,27185.0,8660.0,12400.0,36700,14384,4822.0,19640.0,39997,20971.0,17000.0,14092.0
37654,61755.0,5230,2650,4750.0,29507.0,89877.0,8539.0,8650.0,222552.0,12490.0,15050,6447.0,25901.0,8361.0,8299.0,13739,19258.0,8664,27299.0,8640.0,12593.0,39011,14929,4824.0,19900.0,40095,20700.0,16620.0,14488.0
37702,61443.0,5175,2644,4711.0,30394.0,90353.0,8645.0,8627.0,223505.0,12400.0,15493,6570.0,26055.0,8378.0,8298.0,13690,19949.0,8725,27544.0,8656.0,12642.0,38918,14430,4830.0,19917.0,40050,20726.0,16400.0,14581.0
38250,61508.0,5200,2660,4710.0,28890.0,90450.0,8532.0,8992.0,224395.0,12775.0,15644,6662.0,26374.0,7980.0,8339.0,13855,19934.0,8776,27718.0,8700.0,12687.0,38752,14555,4875.0,20200.0,39700,21141.0,16450.0,14802.0
38474,61500.0,5399,2663,4785.0,30167.0,90158.0,8600.0,9000.0,226344.0,12750.0,15700,6650.0,26430.0,8251.0,8215.0,13900,19860.0,8851,28907.0,8721.0,12950.0,40916,14822,4865.0,20166.0,39252,21697.0,16385.0,14760.0
38341,60994.0,5660,2680,5041.0,30396.0,88978.0,8640.0,9182.0,227704.0,12500.0,15900,6741.0,26527.0,8622.0,8497.0,13969,20350.0,8606,28580.0,8516.0,12948.0,42629,14924,4939.0,20165.0,39564,21509.0,16280.0,14405.0
38240,60960.0,6025,2660,5183.0,30596.0,88828.0,8549.0,8980.0,223858.0,12378.0,15721,6597.0,26175.0,8829.0,8420.0,13784,20204.0,8496,28400.0,8396.0,12733.0,44070,15708,4869.0,19625.0,38719,20996.0,16168.0,13955.0
37500,61550.0,6100,2635,5138.0,30313.0,88220.0,8300.0,8943.0,217834.0,12426.0,15950,6540.0,26020.0,8573.0,8479.0,13855,20330.0,8365,28015.0,8268.0,12499.0,44000,15301,4859.0,19900.0,36874,20708.0,16093.0,14028.0
37749,62908.0,6318,2652,5250.0,30807.0,88100.0,8399.0,9100.0,216823.0,12612.0,16166,6875.0,25791.0,8800.0,8355.0,14407,20400.0,8237,28100.0,8267.0,12693.0,45305,15570,5016.0,21230.0,36438,20521.0,16050.0,13823.0
36960,61700.0,6350,2640,5260.0,31700.0,88874.0,8290.0,8757.0,213433.0,12482.0,15824,6661.0,25100.0,9100.0,8146.0,14000,20200.0,8281,28373.0,8270.0,12386.0,45997,15562,4868.0,20830.0,36732,20555.0,15886.0,13253.0
36960,61700.0,6350,2640,5260.0,31700.0,88874.0,8290.0,8757.0,213433.0,12482.0,15824,6661.0,25100.0,9100.0,8146.0,14000,20200.0,8281,28373.0,8270.0,12386.0,45997,15562,4868.0,20830.0,36732,20555.0,15886.0,13253.0
37758,61897.0,6714,2645,5269.0,31271.0,86576.0,8379.0,8905.0,213374.0,12490.0,16075,6688.0,25642.0,8900.0,8085.0,14452,20390.0,8300,27987.0,8320.0,12442.0,46200,15339,4851.0,21370.0,37197,20700.0,15944.0,13355.0
37676,61943.0,6495,2640,5129.0,29906.0,86850.0,8227.0,8920.0,211969.0,12510.0,16184,6680.0,25684.0,8701.0,8108.0,14492,20588.0,8285,28157.0,8357.0,12301.0,44400,15416,4890.0,21105.0,36338,20600.0,15825.0,12982.0
37825,62400.0,6500,2648,5128.0,29899.0,84497.0,8200.0,9013.0,213605.0,12548.0,16427,6835.0,25935.0,8562.0,7954.0,14817,20650.0,8343,28079.0,8359.0,12714.0,45290,15568,5007.0,21270.0,37533,21078.0,15823.0,12746.0
37825,62400.0,6500,2648,5128.0,29899.0,84497.0,8200.0,9013.0,213605.0,12548.0,16427,6835.0,25935.0,8562.0,7954.0,14817,20650.0,8343,28079.0,8359.0,12714.0,45290,15568,5007.0,21270.0,37533,21078.0,15823.0,12746.0
38072,62021.0,6747,2700,5335.0,29553.0,83638.0,8148.0,9171.0,212859.0,12730.0,16890,6801.0,25845.0,8670.0,8010.0,15056,20827.0,8450,27688.0,8453.0,12451.0,46968,15249,4930.0,21650.0,37300,21103.0,15680.0,12417.0
38000,62700.0,6965,2725,5325.0,29947.0,85203.0,8090.0,9405.0,213858.0,12680.0,16640,6769.0,26228.0,8735.0,8067.0,15000,20700.0,8398,27685.0,8355.0,12482.0,47500,15155,5009.0,21550.0,37733,21161.0,15728.0,12620.0
38000,63525.0,6732,2750,5300.0,29825.0,86472.0,8153.0,9410.0,212359.0,12733.0,16529,6970.0,27026.0,8674.0,8319.0,15150,20870.0,8634,28134.0,8650.0,12750.0,47000,15009,5040.0,22501.0,38400,21305.0,16100.0,13020.0
37557,64500.0,6477,2735,5212.0,28344.0,84992.0,8165.0,9335.0,213718.0,12733.0,16558,6979.0,26496.0,8609.0,8232.0,15010,20674.0,8502,27722.0,8538.0,12649.0,45224,15000,5008.0,22500.0,37823,21015.0,15997.0,13000.0
37283,63311.0,6430,2734,5100.0,26624.0,85736.0,8345.0,9129.0,213358.0,12701.0,15983,6901.0,26301.0,8390.0,8342.0,14651,20675.0,8625,27998.0,8700.0,12625.0,46613,15471,4989.0,22192.0,37510,20790.0,15815.0,12910.0
36659,61800.0,6248,2730,4952.0,25929.0,85168.0,8181.0,9087.0,222852.0,12929.0,15722,6684.0,26245.0,8386.0,8253.0,14262,20225.0,8570,27601.0,8600.0,12220.0,44294,15098,4910.0,21931.0,37005,20690.0,15650.0,12781.0
37092,62100.0,6500,2754,4950.0,26190.0,84658.0,8146.0,9115.0,226650.0,13050.0,15569,6688.0,26556.0,8568.0,8379.0,15300,20456.0,8740,27851.0,8700.0,12500.0,44790,15448,5035.0,22751.0,37749,20680.0,15601.0,12659.0
36565,60752.0,6328,2750,4849.0,26100.0,85372.0,7979.0,8921.0,227629.0,12759.0,15657,6570.0,26347.0,8555.0,8343.0,15004,20200.0,8671,27771.0,8750.0,12250.0,43697,15290,5022.0,22653.0,38200,20744.0,15580.0,12542.0
36342,60800.0,6181,2749,4770.0,25132.0,87106.0,7956.0,8830.0,233345.0,12883.0,15718,6588.0,26119.0,8400.0,8330.0,14983,19898.0,8692,28219.0,8782.0,12253.0,41500,14831,4986.0,22260.0,37357,20700.0,15498.0,12500.0
36226,60780.0,5950,2744,4718.0,24775.0,86510.0,7986.0,8828.0,232339.0,12762.0,15718,6575.0,25954.0,8190.0,8337.0,14889,19853.0,8678,28554.0,8766.0,12200.0,39840,15500,4946.0,22233.0,37450,20775.0,15464.0,12634.0
35745,58500.0,6000,2612,4850.0,25841.0,90077.0,8063.0,8550.0,240015.0,12476.0,15202,6400.0,25623.0,8278.0,8647.0,14060,19900.0,8524,29285.0,8649.0,11970.0,40402,15810,4675.0,21300.0,38205,19650.0,15400.0,12430.0
35994,59000.0,6047,2610,4773.0,25572.0,90720.0,8200.0,8701.0,237969.0,12670.0,15216,6391.0,25642.0,8399.0,8710.0,13834,19500.0,8682,29592.0,8764.0,12125.0,41080,15656,4652.0,21505.0,37600,19371.0,15342.0,12128.0
36196,59954.0,6060,2590,4835.0,25700.0,89400.0,8040.0,8475.0,238542.0,12625.0,15369,6522.0,25678.0,8450.0,8625.0,14000,19500.0,8595,29500.0,8657.0,12181.0,41609,15927,4660.0,21614.0,37987,19698.0,15478.0,12150.0
35612,59426.0,6183,2550,4870.0,25308.0,90286.0,7852.0,8360.0,243003.0,12400.0,15310,6439.0,25335.0,8145.0,8549.0,13796,19499.0,8527,29857.0,8622.0,12155.0,42000,15888,4599.0,21480.0,37956,19700.0,15569.0,12125.0
35748,59175.0,6080,2550,4901.0,24700.0,90028.0,7943.0,8253.0,242839.0,12510.0,15363,6355.0,25371.0,7790.0,8550.0,13561,19390.0,8505,29804.0,8614.0,12225.0,40738,15539,4499.0,21000.0,37706,19728.0,15450.0,11998.0
35200,58258.0,5646,2543,4850.0,23978.0,91173.0,7523.0,8064.0,240441.0,12110.0,15200,6248.0,25171.0,7511.0,8516.0,13314,18850.0,8584,29920.0,8650.0,11984.0,39531,14950,4407.0,20652.0,37016,19200.0,15293.0,12020.0
34650,58000.0,6184,2490,4920.0,24228.0,91560.0,7830.0,7950.0,242039.0,11800.0,15234,6252.0,25075.0,7697.0,8508.0,13023,18444.0,8602,29947.0,8690.0,12025.0,39892,15127,4347.0,20385.0,36400,18950.0,15320.0,11925.0
35500,60194.0,6610,2525,4950.0,24175.0,93338.0,7895.0,8125.0,248935.0,12079.0,15770,6439.0,25997.0,7700.0,8606.0,13566,18991.0,8700,30000.0,8791.0,12374.0,41915,15474,4440.0,21342.0,37209,19126.0,15440.0,12150.0
35600,60164.0,6704,2525,4969.0,23939.0,92048.0,7937.0,8110.0,251823.0,12038.0,15789,6451.0,25731.0,7900.0,8700.0,13722,18949.0,8725,29980.0,8825.0,12625.0,40097,15619,4553.0,21482.0,37491,19242.0,15520.0,12260.0
36292,60988.0,6950,2613,5042.0,24453.0,90166.0,7995.0,8250.0,252554.0,12400.0,15933,6590.0,25998.0,7895.0,8615.0,13890,19197.0,8760,30130.0,8827.0,12672.0,41123,15662,4680.0,21900.0,36953,19365.0,15580.0,12074.0
36177,60632.0,6870,2604,5080.0,24315.0,90531.0,7988.0,8290.0,252832.0,12780.0,15975,6687.0,25815.0,7769.0,8635.0,13976,18822.0,8784,30300.0,8824.0,12430.0,41078,15723,4712.0,21269.0,37050,19175.0,15527.0,11848.0
34083,59605.0,6952,2575,5000.0,24664.0,89400.0,7860.0,8361.0,252333.0,12582.0,15820,6515.0,25590.0,7919.0,8632.0,14090,19000.0,8783,29660.0,8828.0,12200.0,41760,15910,4720.0,21650.0,36291,19073.0,15401.0,11681.0
32900,60841.0,6787,2554,5000.0,23960.0,89496.0,7653.0,8140.0,249035.0,12730.0,15550,6491.0,25705.0,7527.0,8734.0,13966,18600.0,8900,30156.0,8985.0,11738.0,41243,16139,4682.0,21330.0,37030,19000.0,15318.0,11670.0
33548,59800.0,6515,2515,4971.0,23375.0,90214.0,7600.0,8053.0,245083.0,12620.0,15210,6250.0,25203.0,7251.0,8730.0,13760,18496.0,8706,30085.0,8800.0,11750.0,40545,15722,4610.0,21154.0,37075,18868.0,15288.0,11566.0
33600,60128.0,6581,2520,4977.0,22700.0,90198.0,7447.0,8351.0,244738.0,12600.0,15148,6340.0,25209.0,7294.0,8865.0,14109,18400.0,8820,29998.0,8887.0,11608.0,40249,15119,4754.0,21321.0,37620,18857.0,15405.0,11900.0
34007,60800.0,6577,2530,4975.0,22673.0,88750.0,7286.0,8000.0,245312.0,12666.0,15294,6238.0,25014.0,7155.0,8469.0,13642,18317.0,8739,29950.0,8799.0,11686.0,39550,15200,4725.0,21165.0,38650,18952.0,15585.0,12110.0
33826,60277.0,6500,2532,4955.0,22183.0,88135.0,7272.0,7900.0,245737.0,12700.0,15150,6308.0,24900.0,7032.0,8226.0,13680,18577.0,8745,29600.0,8850.0,11733.0,38400,15091,4715.0,21140.0,37946,18711.0,15693.0,12150.0
32239,60435.0,6240,2510,4834.0,21664.0,87747.0,7383.0,7900.0,245437.0,12713.0,15045,6295.0,24373.0,6758.0,8123.0,13528,18043.0,8531,29470.0,8585.0,11759.0,37067,15278,4686.0,21483.0,37530,18963.0,15956.0,12115.0
32708,61135.0,6436,2571,4867.0,21442.0,86900.0,7574.0,8080.0,244702.0,12712.0,15200,6370.0,24350.0,6824.0,8101.0,14050,18813.0,8445,29399.0,8459.0,11955.0,38298,15701,4797.0,22050.0,37700,18857.0,15891.0,12375.0
32568,60800.0,6391,2542,4695.0,20975.0,86227.0,7600.0,7985.0,236889.0,12602.0,15300,6381.0,24651.0,6652.0,8267.0,13885,18762.0,8298,28870.0,8298.0,11997.0,37290,15400,4751.0,21951.0,36778,19000.0,15720.0,12366.0
32280,60105.0,6472,2415,4896.0,21904.0,85380.0,7702.0,7762.0,229702.0,12625.0,14953,6380.0,24600.0,6814.0,8016.0,13774,18311.0,8322,28638.0,8295.0,11473.0,37733,15800,4770.0,21800.0,36256,19029.0,15585.0,12293.0
32200,62798.0,6877,2514,4945.0,23066.0,86726.0,7900.0,8069.0,234045.0,12602.0,15662,6417.0,24853.0,7002.0,8346.0,14313,19070.0,8542,29100.0,8536.0,11600.0,38400,16291,4838.0,22450.0,37370,19350.0,15712.0,12600.0
32200,62087.0,6750,2523,4970.0,22708.0,87451.0,7707.0,8035.0,234844.0,12600.0,15723,6449.0,24836.0,6910.0,8335.0,14445,19110.0,8463,29239.0,8417.0,11700.0,38350,16808,4880.0,22325.0,37182,19175.0,15785.0,12550.0
31131,60431.0,6806,2525,4959.0,22175.0,86295.0,7800.0,7990.0,232202.0,12625.0,15744,6431.0,24329.0,6850.0,8354.0,14240,18964.0,8434,28799.0,8370.0,11549.0,37434,16385,4771.0,22100.0,36966,18805.0,15730.0,12400.0
31303,60900.0,6587,2488,4887.0,21940.0,85903.0,7637.0,7895.0,229848.0,12527.0,15575,6261.0,24172.0,6687.0,8138.0,14100,18801.0,8248,28458.0,8210.0,11302.0,37084,16000,4721.0,22093.0,36368,18903.0,15672.0,11977.0
31687,62050.0,6848,2531,4949.0,21630.0,87499.0,7994.0,7834.0,237443.0,12680.0,15942,6325.0,23804.0,6671.0,8340.0,14241,19625.0,8481,28949.0,8405.0,11580.0,38357,16430,4740.0,22234.0,35871,19047.0,15736.0,11900.0
31100,64726.0,6889,2522,5001.0,22255.0,89216.0,8312.0,7900.0,241283.0,12830.0,16305,6414.0,23874.0,6590.0,8464.0,14608,19592.0,8648,29138.0,8590.0,11611.0,39100,17304,4772.0,22700.0,37932,19370.0,15800.0,12100.0
31000,64237.0,6950,2531,5189.0,22174.0,87759.0,8461.0,7729.0,237365.0,12713.0,16158,6380.0,22956.0,6700.0,8332.0,14067,19139.0,8437,28850.0,8380.0,11300.0,38644,17141,4750.0,22235.0,37600,19222.0,15414.0,11746.0
31448,64800.0,6842,2513,5164.0,21549.0,86998.0,8600.0,7729.0,232677.0,12660.0,15991,6301.0,23600.0,6610.0,8278.0,14197,19300.0,8490,28831.0,8450.0,11088.0,37795,17364,4701.0,22123.0,37400,19200.0,15343.0,11517.0
