Date,Beta Monthly Leveraged,Beta Monthly Unleveraged,Beta Weekly Leveraged,ShareBeta,Price,Open,PE,Name,Debt/EquityIndustry,InflationRate,MarketRateOfReturn,RiskFreeRateOfReturn,PEMarket,PESector,EPS,PEYear,ROAE,ROE,Debt/Equity,ShareholdersEquity
2010-09-30,0.601,0.4877,0.6945,0.5635,6201,5759,9.672,REUNERT,1.86,4.26,12.66,8.27,16.556,18.392,505.5,11.8121,21.2471,20.2915,0.758,4433100
2010-10-31,0.6084,0.4937,0.6422,0.5211,6400,6145,9.982,REUNERT,1.86,4.26,12.66,8.27,17.085,18.801,505.5,11.8121,21.2471,20.2915,0.758,4433100
2010-11-30,0.6219,0.5047,0.651,0.5282,6270,6400,12.403,REUNERT,1.86,4.26,12.66,8.27,16.252,14.882,505.5,11.8121,21.2471,20.2915,0.758,4433100
2010-12-31,0.6287,0.5101,0.6432,0.522,6700,6260,13.254,REUNERT,1.86,4.26,12.66,8.27,17.189,15.55,505.5,11.8121,21.2471,20.2915,0.758,4433100
2011-01-31,0.5921,0.4805,0.6283,0.5099,6400,6710,12.66,REUNERT,1.86,4.99,12.85,8.15,16.803,15.309,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-02-28,0.6107,0.4955,0.6319,0.5127,5780,6055,11.434,REUNERT,1.86,4.99,12.85,8.15,15.4,14.988,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-03-31,0.5869,0.4763,0.7037,0.571,5858,5741,11.588,REUNERT,1.86,4.99,12.85,8.15,15.395,14.731,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-04-30,0.5631,0.4569,0.6286,0.5101,6230,5862,12.324,REUNERT,1.86,4.99,12.85,8.15,15.701,15.007,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-05-31,0.5532,0.4489,0.6493,0.5268,6080,6179,11.151,REUNERT,1.86,4.99,12.85,8.15,15.329,14.294,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-06-30,0.5877,0.4769,0.6975,0.566,6113,6092,11.212,REUNERT,1.86,4.99,12.85,8.15,14.854,13.203,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-07-31,0.5527,0.4485,0.6303,0.5115,5940,6150,10.895,REUNERT,1.86,4.99,12.85,8.15,15.433,13.457,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-08-31,0.5429,0.4406,0.6042,0.4903,5900,5980,10.821,REUNERT,1.86,4.99,12.85,8.15,12.692,13.055,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-09-30,0.5746,0.5726,0.6289,0.6268,5885,5900,10.794,REUNERT,1.86,4.99,12.85,8.15,12.124,13.349,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-10-31,0.5229,0.5211,0.6386,0.6365,6290,5935,11.537,REUNERT,1.86,4.99,12.85,8.15,13.205,14.286,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-11-30,0.5646,0.5627,0.6117,0.6096,6272,6200,10.483,REUNERT,1.86,4.99,12.85,8.15,12.936,13.93,598.3,9.8429,32.1724,34.464,0.5338,3880400
2011-12-31,0.5592,0.5573,0.6332,0.6311,6300,6287,10.529,REUNERT,1.86,4.99,12.85,8.15,12.712,13.838,598.3,9.8429,32.1724,34.464,0.5338,3880400
2012-01-31,0.5166,0.5148,0.6458,0.6436,6515,6300,10.889,REUNERT,1.86,5.62,10.67,6.34,13.42,14.937,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-02-29,0.5489,0.547,0.61,0.6079,6970,6550,11.649,REUNERT,1.86,5.62,10.67,6.34,13.359,14.612,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-03-31,0.5582,0.5563,0.6291,0.6269,7000,6900,11.699,REUNERT,1.86,5.62,10.67,6.34,12.681,14.439,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-04-30,0.5629,0.561,0.6325,0.6303,7200,7100,12.034,REUNERT,1.86,5.62,10.67,6.34,13.014,14.385,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-05-31,0.5322,0.5303,0.6837,0.6814,6794,7250,10.627,REUNERT,1.86,5.62,10.67,6.34,12.211,13.63,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-06-30,0.5528,0.551,0.6415,0.6393,6800,6799,10.636,REUNERT,1.86,5.62,10.67,6.34,12.398,14.034,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-07-31,0.5563,0.5544,0.6567,0.6545,8005,6832,12.521,REUNERT,1.86,5.62,10.67,6.34,13.144,14.974,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-08-31,0.5414,0.5396,0.663,0.6607,7116,8170,11.13,REUNERT,1.86,5.62,10.67,6.34,13.692,14.604,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-09-30,0.6038,0.6017,0.6659,0.6637,6895,7116,10.785,REUNERT,1.86,5.62,10.67,6.34,13.696,14.114,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-10-31,0.5321,0.5298,0.625,0.6223,7638,6895,11.947,REUNERT,1.86,5.62,10.67,6.34,14.234,14.248,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-11-30,0.5802,0.5777,0.671,0.6681,7345,7715,11.157,REUNERT,1.86,5.62,10.67,6.34,14.341,14.098,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2012-12-31,0.5156,0.5134,0.6788,0.6758,7535,7358,11.446,REUNERT,1.86,5.62,10.67,6.34,14.764,14.931,658.3,10.9175,25.6375,24.0156,0.4417,4442400
2013-01-31,0.4688,0.4668,0.6857,0.6828,7460,7535,11.332,REUNERT,1.86,5.67,10.93,7.91,15.21,14.962,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-02-28,0.7291,0.7259,0.715,0.7119,7950,7460,12.076,REUNERT,1.86,5.67,10.93,7.91,16.645,15.926,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-03-31,0.7269,0.7237,0.7598,0.7565,7675,7900,11.658,REUNERT,1.86,5.67,10.93,7.91,16.509,17.681,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-04-30,0.6143,0.6116,0.6985,0.6955,7799,7743,11.847,REUNERT,1.86,5.67,10.93,7.91,16.046,17.359,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-05-31,0.4897,0.4875,0.6983,0.6952,7128,7836,11.631,REUNERT,1.86,5.67,10.93,7.91,17.5,18.353,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-06-30,0.6477,0.6449,0.6916,0.6886,6900,7180,11.259,REUNERT,1.86,5.67,10.93,7.91,16.35,17.522,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-07-31,0.5147,0.5125,0.6658,0.6629,6699,6946,10.931,REUNERT,1.86,5.67,10.93,7.91,17.524,17.473,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-08-31,0.5398,0.5375,0.6863,0.6833,6840,6699,11.161,REUNERT,1.86,5.67,10.93,7.91,17.756,17.073,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-09-30,0.6246,0.6219,0.7378,0.7346,7266,6765,11.857,REUNERT,1.86,5.67,10.93,7.91,18.165,17.426,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-10-31,0.5078,0.5056,0.7073,0.7042,7050,7250,11.504,REUNERT,1.86,5.67,10.93,7.91,18.827,18.227,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-11-30,0.5111,0.5089,0.5304,0.5281,6873,7130,11.784,REUNERT,1.86,5.67,10.93,7.91,18.071,17.484,583.2,12.8224,20.5803,19.6601,0.485,4877900
2013-12-31,0.5071,0.5049,0.6243,0.6216,6850,6873,11.745,REUNERT,1.86,5.67,10.93,7.91,18.581,18.398,583.2,12.8224,20.5803,19.6601,0.485,4877900
2014-01-31,0.5023,0.5004,0.4878,0.486,6387,6840,10.951,REUNERT,1.86,6.09,10.33,7.8,18.126,16.782,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-02-28,0.3892,0.3877,0.5023,0.5004,6329,6220,10.852,REUNERT,1.86,6.09,10.33,7.8,17.898,16.705,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-03-31,0.3482,0.3469,0.6401,0.6376,6450,6111,11.059,REUNERT,1.86,6.09,10.33,7.8,17.125,15.83,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-04-30,0.319,0.3178,0.6902,0.6875,6900,6340,11.831,REUNERT,1.86,6.09,10.33,7.8,17.457,16.475,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-05-31,0.3827,0.3811,0.5455,0.5434,6610,6988,11.73,REUNERT,1.86,6.09,10.33,7.8,17.851,16.376,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-06-30,0.4181,0.4164,0.6031,0.6007,6486,6600,11.51,REUNERT,1.86,6.09,10.33,7.8,18.463,16.434,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-07-31,0.4368,0.4351,0.4943,0.4924,6429,6486,11.409,REUNERT,1.86,6.09,10.33,7.8,18.08,16.821,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-08-31,0.5112,0.5092,0.5335,0.5314,6600,6400,11.712,REUNERT,1.86,6.09,10.33,7.8,17.739,17.086,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-09-30,0.472,0.4701,0.6184,0.616,5947,6600,10.553,REUNERT,1.86,6.09,10.33,7.8,16.928,15.972,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-10-31,0.4969,0.4949,0.5426,0.5404,5821,5947,10.33,REUNERT,1.86,6.09,10.33,7.8,17.017,17.28,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-11-30,0.6409,0.6384,0.5377,0.5356,6112,5943,12.088,REUNERT,1.86,6.09,10.33,7.8,17,17.138,505.6,12.943,35.3503,31.4272,0.4591,6269400
2014-12-31,0.4871,0.4852,0.5661,0.5638,6070,6000,12.005,REUNERT,1.86,6.09,10.33,7.8,16.972,17.453,505.6,12.943,35.3503,31.4272,0.4591,6269400
2015-01-31,0.5051,0.4723,0.5434,0.5081,6268,6100,12.397,REUNERT,1.86,4.58,11.83,9.77,17.421,18.2,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-02-28,0.62,0.5797,0.5325,0.4979,6225,6256,12.312,REUNERT,1.86,4.58,11.83,9.77,18.84,18.31,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-03-31,0.465,0.4347,0.601,0.5619,6002,6598,11.871,REUNERT,1.86,4.58,11.83,9.77,18.37,18.025,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-04-30,0.4814,0.4501,0.5178,0.4841,6065,6000,11.995,REUNERT,1.86,4.58,11.83,9.77,19.164,17.992,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-05-31,0.4475,0.4184,0.5348,0.5,6745,6150,12.68,REUNERT,1.86,4.58,11.83,9.77,18.268,16.87,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-06-30,0.4134,0.3865,0.5773,0.5397,6630,6800,12.464,REUNERT,1.86,4.58,11.83,9.77,17.455,17.175,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-07-31,0.3935,0.3679,0.5376,0.5027,6330,6527,11.9,REUNERT,1.86,4.58,11.83,9.77,17.962,17.217,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-08-31,0.3576,0.3343,0.557,0.5207,6424,6356,12.077,REUNERT,1.86,4.58,11.83,9.77,17.85,16.635,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-09-30,0.3503,0.3275,0.5455,0.51,6100,6453,11.468,REUNERT,1.86,4.58,11.83,9.77,18.325,15.288,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-10-31,0.4336,0.4054,0.4806,0.4493,6748,6139,12.686,REUNERT,1.86,4.58,11.83,9.77,19.722,16.453,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-11-30,0.4027,0.3765,0.5517,0.5158,6859,6619,11.664,REUNERT,1.86,4.58,11.83,9.77,19.602,16.157,588,10.8214,15.3532,14.8825,0.3857,6679000
2015-12-31,0,0,0,0,6828,6950,11.612,REUNERT,1.86,4.58,11.83,9.77,19.259,15.503,588,10.8214,15.3532,14.8825,0.3857,6679000
2016-01-31,0.4705,0.4488,0.5115,0.4879,6406,6785,10.894,REUNERT,1.86,6.34,11.42,8.93,18.65,16.131,570,10.914,13.9372,13.6072,0.3872,7011000
2016-02-29,0.4987,0.4757,0.5661,0.54,6290,6101,10.697,REUNERT,1.86,6.34,11.42,8.93,19.614,15.605,570,10.914,13.9372,13.6072,0.3872,7011000
2016-03-31,0.4272,0.4075,0.6056,0.5776,6928,6000,11.782,REUNERT,1.86,6.34,11.42,8.93,21.524,16.093,570,10.914,13.9372,13.6072,0.3872,7011000
2016-04-30,0.5311,0.5066,0.5336,0.509,7154,7100,12.166,REUNERT,1.86,6.34,11.42,8.93,21.815,16.139,570,10.914,13.9372,13.6072,0.3872,7011000
2016-05-31,0.4012,0.3827,0.5765,0.5499,6589,7296,11.088,REUNERT,1.86,6.34,11.42,8.93,22.059,21.456,570,10.914,13.9372,13.6072,0.3872,7011000
2016-06-30,0.4756,0.4537,0.5804,0.5536,6259,6300,10.533,REUNERT,1.86,6.34,11.42,8.93,22.104,14.994,570,10.914,13.9372,13.6072,0.3872,7011000
2016-07-31,0.5411,0.5161,0.5365,0.5117,6250,6445,10.518,REUNERT,1.86,6.34,11.42,8.93,22.256,15.982,570,10.914,13.9372,13.6072,0.3872,7011000
2016-08-31,0.4198,0.4004,0.6333,0.604,6084,6235,10.238,REUNERT,1.86,6.34,11.42,8.93,23.468,14.542,570,10.914,13.9372,13.6072,0.3872,7011000
2016-09-30,0.4799,0.4577,0.5167,0.4928,6110,6000,10.282,REUNERT,1.86,6.34,11.42,8.93,23.391,16.19,570,10.914,13.9372,13.6072,0.3872,7011000
2016-10-31,0.3702,0.3531,0.5497,0.5243,6170,6177,10.383,REUNERT,1.86,6.34,11.42,8.93,22.833,16.468,570,10.914,13.9372,13.6072,0.3872,7011000
2016-11-30,0.3974,0.379,0.6152,0.5868,6553,6300,11.496,REUNERT,1.86,6.34,11.42,8.93,22.842,16.308,570,10.914,13.9372,13.6072,0.3872,7011000
2016-12-31,0.4089,0.3833,0.5334,0.5,6809,6650,11.945,REUNERT,1.86,6.34,11.42,8.93,22.836,17.582,570,10.914,13.9372,13.6072,0.3872,7011000
2017-01-31,0.3458,0.3241,0.5464,0.5121,6811,6852,11.949,REUNERT,1.86,5.27,11.31,8.61,23.477,17.033,679,10.053,15.7184,15.5786,0.3661,7138000
2017-02-28,0.4493,0.4211,0.5462,0.512,7017,6810,12.31,REUNERT,1.86,5.27,11.31,8.61,19.759,16.462,679,10.053,15.7184,15.5786,0.3661,7138000
2017-03-31,0.3237,0.3034,0.5348,0.5013,7200,6916,12.631,REUNERT,1.86,5.27,11.31,8.61,19.477,15.063,679,10.053,15.7184,15.5786,0.3661,7138000
2017-04-30,0.4436,0.4158,0.5365,0.5029,7090,7300,12.438,REUNERT,1.86,5.27,11.31,8.61,20.163,15.815,679,10.053,15.7184,15.5786,0.3661,7138000
2017-05-31,0.2574,0.2412,0.5516,0.517,7235,7200,12.692,REUNERT,1.86,5.27,11.31,8.61,19.94,15.87,679,10.053,15.7184,15.5786,0.3661,7138000
2017-06-30,0.2668,0.2501,0.5037,0.4722,7332,7200,12.773,REUNERT,1.86,5.27,11.31,8.61,19.732,15.043,679,10.053,15.7184,15.5786,0.3661,7138000
2017-07-31,0.1534,0.1438,0.4856,0.4551,7192,7241,12.529,REUNERT,1.86,5.27,11.31,8.61,20.485,15.432,679,10.053,15.7184,15.5786,0.3661,7138000
2017-08-31,0.1677,0.1572,0.5202,0.4876,6950,7249,12.108,REUNERT,1.86,5.27,11.31,8.61,19.774,16.333,679,10.053,15.7184,15.5786,0.3661,7138000
2017-09-30,0.3044,0.2853,0.5056,0.4739,6772,6813,11.797,REUNERT,1.86,5.27,11.31,8.61,19.31,14.811,679,10.053,15.7184,15.5786,0.3661,7138000
2017-10-31,0.1448,0.1357,0.5141,0.4818,6954,6655,12.114,REUNERT,1.86,5.27,11.31,8.61,20.48,15.25,679,10.053,15.7184,15.5786,0.3661,7138000
2017-11-30,0.1474,0.1381,0.5452,0.511,7020,6954,10.338,REUNERT,1.86,5.27,11.31,8.61,21.436,15.805,679,10.053,15.7184,15.5786,0.3661,7138000
2017-12-31,0.2604,0.2533,0.4953,0.4817,7210,7015,10.618,REUNERT,1.86,5.27,11.31,8.61,21.237,17.02,679,10.053,15.7184,15.5786,0.3661,7138000
2018-01-31,0.148,0.1439,0.5206,0.5063,7465,7110,10.994,REUNERT,1.86,4.62,12.16,8.73,20.955,17.895,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-02-28,0.3227,0.3139,0.5474,0.5324,7650,7495,11.266,REUNERT,1.86,4.62,12.16,8.73,19.253,17.412,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-03-31,0.2867,0.2789,0.4931,0.4795,7448,7600,10.969,REUNERT,1.86,4.62,12.16,8.73,18.405,16.983,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-04-30,0.1965,0.1911,0.4596,0.447,7800,7409,11.487,REUNERT,1.86,4.62,12.16,8.73,19.269,17.586,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-05-31,0.3371,0.3279,0.5798,0.5639,7970,7705,11.737,REUNERT,1.86,4.62,12.16,8.73,19.268,15.226,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-06-30,0.4251,0.4134,0.4999,0.4862,8027,7700,11.821,REUNERT,1.86,4.62,12.16,8.73,19.714,14.865,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-07-31,0.3435,0.334,0.433,0.4211,8160,8000,12.017,REUNERT,1.86,4.62,12.16,8.73,19.686,14.978,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-08-31,0.3166,0.3079,0.5216,0.5073,7604,8114,11.198,REUNERT,1.86,4.62,12.16,8.73,20.618,15.474,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-09-30,0.359,0.3491,0.4752,0.4621,7600,7604,11.192,REUNERT,1.86,4.62,12.16,8.73,18.691,13.586,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-10-31,0.2234,0.2173,0.4575,0.4449,7975,7450,11.745,REUNERT,1.86,4.62,12.16,8.73,17.597,13.271,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-11-30,0.2845,0.2767,0.5083,0.4943,7336,7800,10.435,REUNERT,1.86,4.62,12.16,8.73,16.7,13.615,703,10.8193,15.8891,15.5687,0.3533,7438000
2018-12-31,0.2342,0.2274,0.5077,0.4929,7082,7336,10.073,REUNERT,1.86,4.62,12.16,8.73,16.444,13.288,703,10.8193,15.8891,15.5687,0.3533,7438000
2019-01-31,0.1917,0.1861,0.5663,0.5498,7050,7249,10.028,REUNERT,1.86,4.13,11.98,8.26,16.86,13.83,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-02-28,0,0,0,0,7000,7400,9.957,REUNERT,1.86,4.13,11.98,8.26,17.341,13.628,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-03-31,0.2132,0.207,0.459,0.4456,7100,7100,10.099,REUNERT,1.86,4.13,11.98,8.26,17.315,12.653,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-04-30,0.2581,0.2506,0.4296,0.417,7751,7164,11.025,REUNERT,1.86,4.13,11.98,8.26,18.131,13.406,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-05-31,0.3227,0.3133,0.4732,0.4593,6890,7565,10.117,REUNERT,1.86,4.13,11.98,8.26,17.325,13.007,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-06-30,0.335,0.3252,0.4837,0.4696,6753,7099,9.916,REUNERT,1.86,4.13,11.98,8.26,18.149,12.459,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-07-31,0.3196,0.3102,0.4646,0.4511,6520,7100,9.574,REUNERT,1.86,4.13,11.98,8.26,17.346,11.913,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-08-31,0.3003,0.2916,0.4806,0.4666,6450,6400,9.471,REUNERT,1.86,4.13,11.98,8.26,16.304,11.583,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-09-30,0.2465,0.2393,0.5077,0.4929,6900,6549,10.132,REUNERT,1.86,4.13,11.98,8.26,15.757,11.742,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-10-31,0.2797,0.2716,0.5826,0.5656,7144,6804,10.49,REUNERT,1.86,4.13,11.98,8.26,16.25,12.216,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-11-30,0.2795,0.2714,0.5393,0.5236,6890,7061,12.024,REUNERT,1.86,4.13,11.98,8.26,15.858,12.593,573,11.9791,10.7119,10.8042,0.3721,7312000
2019-12-31,0.3078,0.2988,0.5169,0.5018,7260,7011,12.67,REUNERT,1.86,4.13,11.98,8.26,16.321,12.739,573,11.9791,10.7119,10.8042,0.3721,7312000
2020-01-31,0.3441,0.3324,0.5347,0.5164,6139,7390,10.713,REUNERT,1.86,3.27,13.12,,16.22,12.14,115,27.2609,0.6803,0.7225,0.463,6505000
2020-02-29,0.4361,0.4212,0.512,0.4945,5544,6050,9.675,REUNERT,1.86,3.27,13.12,,14.611,10.42,115,27.2609,0.6803,0.7225,0.463,6505000
2020-03-31,0.6606,0.638,0.5366,0.5182,4334,5550,7.563,REUNERT,1.86,3.27,13.12,,12.571,8.269,115,27.2609,0.6803,0.7225,0.463,6505000
2020-04-30,0.4645,0.4486,0.5549,0.5359,3999,4189,6.979,REUNERT,1.86,3.27,13.12,,14.203,8.715,115,27.2609,0.6803,0.7225,0.463,6505000
2020-05-31,0.4107,0.3967,0.4984,0.4814,4363,3977,7.614,REUNERT,1.86,3.27,13.12,,14.574,9.624,115,27.2609,0.6803,0.7225,0.463,6505000
2020-06-30,0.3648,0.3523,0.5504,0.5316,3414,4407,13.991,REUNERT,1.86,3.27,13.12,,17.288,9.536,115,27.2609,0.6803,0.7225,0.463,6505000
2020-07-31,0.3277,0.3165,0.4977,0.4807,3167,3390,12.979,REUNERT,1.86,3.27,13.12,,18.266,9.49,115,27.2609,0.6803,0.7225,0.463,6505000
2020-08-31,0.3432,0.3315,0.5661,0.5467,3120,3112,12.786,REUNERT,1.86,3.27,13.12,,19.619,11.241,115,27.2609,0.6803,0.7225,0.463,6505000
2020-09-30,0.3737,0.3609,0.4803,0.4639,2863,3120,11.733,REUNERT,1.86,3.27,13.12,,20.044,20.217,115,27.2609,0.6803,0.7225,0.463,6505000
2020-10-31,0.2482,0.2397,0.5543,0.5353,3350,2887,13.729,REUNERT,1.86,3.27,13.12,,19.286,19.494,115,27.2609,0.6803,0.7225,0.463,6505000
2020-11-30,0.3262,0.3151,0.619,0.5979,3708,3425,32.243,REUNERT,1.86,3.27,13.12,,22.015,75.671,115,27.2609,0.6803,0.7225,0.463,6505000
2020-12-31,0.2938,0.2838,0.5005,0.4834,3620,3854,31.478,REUNERT,1.86,3.27,13.12,,23.046,18.359,115,27.2609,0.6803,0.7225,0.463,6505000
2009-01-31,0,0,0.8097,0.65,1700,2169,5.737,RAUBEX GROUP,1.86,7.12,13.24,9.06,9.053,9.16,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-02-28,0,0,0.7652,0.6143,1790,1750,6.041,RAUBEX GROUP,1.86,7.12,13.24,9.06,8.205,8.715,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-03-31,0,0,0.8812,0.7073,1800,1790,6.074,RAUBEX GROUP,1.86,7.12,13.24,9.06,9.681,8.88,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-04-30,0,0,0.5958,0.4783,2200,1850,7.424,RAUBEX GROUP,1.86,7.12,13.24,9.06,9.834,9.457,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-05-31,0,0,0.745,0.5981,2170,2200,7.439,RAUBEX GROUP,1.86,7.12,13.24,9.06,10.721,11.149,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-06-30,0,0,0.8075,0.6482,2725,2219,9.341,RAUBEX GROUP,1.86,7.12,13.24,9.06,10.632,10.618,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-07-31,0,0,0.747,0.5997,2485,2725,8.519,RAUBEX GROUP,1.86,7.12,13.24,9.06,11.92,11.626,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-08-31,0,0,0.8378,0.6726,2550,2599,8.741,RAUBEX GROUP,1.86,7.12,13.24,9.06,13.56,13.013,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-09-30,0,0,0.7563,0.6071,2555,2550,8.758,RAUBEX GROUP,1.86,7.12,13.24,9.06,14.531,13.23,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-10-31,0,0,0.7235,0.5808,2450,2560,8.399,RAUBEX GROUP,1.86,7.12,13.24,9.06,15.57,13.451,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-11-30,0,0,0.8071,0.6479,2365,2450,7.716,RAUBEX GROUP,1.86,7.12,13.24,9.06,16.643,14.309,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2009-12-31,0,0,0.6248,0.5016,2399,2365,7.827,RAUBEX GROUP,1.86,7.12,13.24,9.06,17.197,14.963,291.7,6.0782,35.2598,28.4401,0.7436,1848982
2010-01-31,0,0,0.7294,0.5855,2260,2390,7.373,RAUBEX GROUP,1.86,4.26,12.66,8.27,16.52,15.107,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-02-28,0,0,0.7319,0.5876,2262,2200,7.38,RAUBEX GROUP,1.86,4.26,12.66,8.27,17.376,15.155,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-03-31,0,0,0.7618,0.6553,2300,2240,7.504,RAUBEX GROUP,1.86,4.26,12.66,8.27,17.652,16.703,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-04-30,0,0,0.7385,0.6352,2320,2300,7.569,RAUBEX GROUP,1.86,4.26,12.66,8.27,17.543,16.781,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-05-31,0,0,0.7968,0.6854,2150,2309,6.639,RAUBEX GROUP,1.86,4.26,12.66,8.27,16.616,17.527,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-06-30,0,0,0.7516,0.6465,1900,2160,5.867,RAUBEX GROUP,1.86,4.26,12.66,8.27,16.053,16.357,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-07-31,0,0,0.7331,0.6306,2200,1895,6.794,RAUBEX GROUP,1.86,4.26,12.66,8.27,17.038,17.236,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-08-31,0,0,0.7401,0.6366,1920,2201,5.929,RAUBEX GROUP,1.86,4.26,12.66,8.27,16.039,16.975,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-09-30,0,0,0.637,0.5479,2280,1920,7.041,RAUBEX GROUP,1.86,4.26,12.66,8.27,16.556,18.392,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-10-31,0,0,0.7421,0.6383,2498,2279,7.714,RAUBEX GROUP,1.86,4.26,12.66,8.27,17.085,18.801,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-11-30,0,0,0.7547,0.6492,2300,2475,7.371,RAUBEX GROUP,1.86,4.26,12.66,8.27,16.252,14.882,323.8,6.992,28.9059,26.2495,0.5906,2265352
2010-12-31,0,0,0.7417,0.638,2335,2300,7.483,RAUBEX GROUP,1.86,4.26,12.66,8.27,17.189,15.55,323.8,6.992,28.9059,26.2495,0.5906,2265352
2011-01-31,0,0,0.8122,0.6986,2170,2354,6.955,RAUBEX GROUP,1.86,4.99,12.85,8.15,16.803,15.309,240.2,8.547,18.4726,17.489,0.4782,2535337
